,Cycle,Cycle Type,Test Time,Current,Voltage,AH-IN,AH-OUT,WH-IN,WH-OUT,ACR,DCIR,T1_Start,T1_End,T1_Min,T1_Max,T1_Start.1,T1_End.1,T1_Min.1,T1_Max.1,Date
94,94,,  4d 11:58:57.98,-4.500114442664,2.499809262226,1.39224,1.391834483369,1.087507937032,5.003298353433,0,0,35.009895324706996,27.367267608642997,27.300748825073,35.253345489502,27.334011077880998,34.798908233643,27.300748825073,34.798908233643,43641.0747225116
95,95,,  4d 12:52:20.18,-4.499885557336,2.499656672007,1.3922299999999999,1.391396958516,1.084052146752,5.001574542641,0,0,35.107276916504,27.334011077880998,27.334011077880998,35.237113952637,27.334011077880998,34.896286010742,27.317378997803,34.896286010742,43641.1117964468
96,96,,  4d 13:45:41.42,-4.499885557336,2.4999618524450002,1.39164,1.3911345060890001,1.086606637593,5.000492422336,0,0,35.107276916504,27.383899688720998,27.317378997803,35.26957321167,27.350637435913,34.782676696777,27.284120559692003,34.782676696777,43641.148859050896
97,97,,  4d 14:38:59.61,-4.500114442664,2.499656672007,1.39133,1.3905094377129998,1.0833733555079998,4.9978351947099995,0,0,35.107276916504,27.317378997803,27.300748825073,35.334491729736,27.284120559692003,34.798908233643,27.284120559692003,34.798908233643,43641.1858865046
98,98,,  4d 15:32:19.89,-4.500038147555,2.499809262226,1.3910999999999998,1.3904469920249998,1.083110360143,4.997396189072,0,0,35.04235458374,27.350637435913,27.350637435913,35.188423156738,27.417158126831,34.863826751709,27.383899688720998,34.863826751709,43641.222938009305
99,99,,  4d 16:25:40.52,-4.500114442664,2.4999618524450002,1.39077,1.390371979317,1.084041832449,4.9970808376889995,0,0,35.058586120605,27.400526046753,27.334011077880998,35.36695098877,27.350637435913,34.863826751709,27.350637435913,34.863826751709,43641.2599938542
100,100,,  4d 17:18:58.83,-4.499809262226,2.499809262226,1.3905900000000002,1.389921940832,1.084636507598,4.99520467634,0,0,35.155963897705,27.317378997803,27.317378997803,35.253345489502,27.300748825073,34.831367492676,27.300748825073,34.831367492676,43641.2970227546
101,101,,  4d 18:12:17.67,-4.500114442664,2.4999618524450002,1.3904300000000005,1.389746976803,1.08663706966,4.9941238576950004,0,0,35.058586120605,27.350637435913,27.334011077880998,35.26957321167,27.383899688720998,34.912517547607,27.300748825073,34.912517547607,43641.3340574421
102,102,,  4d 19:05:39.36,-4.500038147555,2.499809262226,1.3900700000000001,1.3894969855919999,1.083707548844,4.993066214934,0,0,35.107276916504,27.450414657593,27.450414657593,35.415641784668004,27.367267608642997,34.847595214844,27.367267608642997,34.847595214844,43641.3711253241
103,103,,  4d 19:58:55.69,-4.500038147555,2.499656672007,1.38973,1.389034476179,1.0866253712090002,4.9913468772869996,0,0,35.172191619873,27.350637435913,27.334011077880998,35.285800933838,27.317378997803,34.912517547607,27.317378997803,34.912517547607,43641.4081314352
104,104,,  4d 20:52:16.62,-4.499961852445,2.499656672007,1.3895600000000001,1.3890094751480002,1.085905928403,4.990798415264,0,0,35.188423156738,27.383899688720998,27.383899688720998,35.334491729736,27.400526046753,34.944976806641,27.334011077880998,34.944976806641,43641.4451907176
105,105,,  4d 21:45:34.02,-4.500038147555,2.499809262226,1.3892799999999998,1.3885969506079998,1.08432171145,4.989195374257,0,0,35.123504638671996,27.433788299561,27.417158126831,35.3994140625,27.367267608642997,34.944976806641,27.334011077880998,34.944976806641,43641.4822089468
106,106,,  4d 22:38:52.00,-4.500038147555,2.4999618524450002,1.38896,1.38824694457,1.0856907552619999,4.98783970964,0,0,35.204654693604,27.367267608642997,27.350637435913,35.3994140625,27.334011077880998,34.977436065674,27.334011077880998,34.977436065674,43641.5192338657
107,107,,  4d 23:32:09.45,-4.500038147555,2.499809262226,1.38857,1.3878969778749999,1.082856913601,4.98619447938,0,0,35.237113952637,27.317378997803,27.317378997803,35.3994140625,27.367267608642997,34.912517547607,27.367267608642997,34.912517547607,43641.5562528125
108,108,,  5d 00:25:23.92,-4.5002670328829995,2.4999618524450002,1.38818,1.3876594490040002,1.081147707298,4.984844172802,0,0,35.123504638671996,27.284120559692003,27.267490386963,35.415641784668004,27.284120559692003,35.091045379639,27.234231948853,35.091045379639,43641.5932370486
109,109,,  5d 01:18:40.17,-4.499961852445,2.499809262226,1.3881700000000001,1.387796986745,1.084347732755,4.985406828462,0,0,35.302032470703004,27.350637435913,27.317378997803,35.513019561768,27.367267608642997,34.863826751709,27.334011077880998,34.863826751709,43641.6302420718
110,110,,  5d 02:11:59.08,-4.499885557336,2.4999618524450002,1.38804,1.3873344575470001,1.084521081287,4.983516642605,0,0,35.074813842773,27.433788299561,27.400526046753,35.3994140625,27.350637435913,34.944976806641,27.350637435913,34.944976806641,43641.667277847206
111,111,,  5d 03:05:13.00,-4.499885557336,2.499656672007,1.3877700000000002,1.3868469485839998,1.086386259446,4.980915711186,0,0,35.26957321167,27.267490386963,27.250860214232997,35.415641784668004,27.200971603394,34.993663787842,27.200971603394,34.993663787842,43641.7042559144
112,112,,  5d 03:58:27.54,-4.500190737774,2.4999618524450002,1.3870299999999998,1.386596958225,1.0863766231029999,4.980150074389,0,0,35.285800933838,27.350637435913,27.350637435913,35.3994140625,27.383899688720998,35.091045379639,27.383899688720998,35.091045379639,43641.7412408681
113,113,,  5d 04:51:42.48,-4.500114442664,2.4999618524450002,1.38679,1.386046966871,1.0804052295559998,4.977967486301,0,0,35.26957321167,27.250860214232997,27.250860214232997,35.480560302734,27.334011077880998,35.074813842773,27.334011077880998,35.074813842773,43641.7782308796
114,114,,  5d 05:44:54.86,-4.499961852445,2.499809262226,1.38638,1.385946975018,1.082588105519,4.9774340089399995,0,0,35.285800933838,27.334011077880998,27.334011077880998,35.415641784668004,27.383899688720998,35.074813842773,27.334011077880998,35.074813842773,43641.815191053196
115,115,,  5d 06:38:05.74,-4.499961852445,2.4999618524450002,1.3864800000000002,1.3861844662059999,1.085192652982,4.978565905604,0,0,35.253345489502,27.234231948853,27.234231948853,35.448101043701,27.250860214232997,35.188423156738,27.250860214232997,35.188423156738,43641.8521336806
116,116,,  5d 07:31:19.45,-4.499961852445,2.499809262226,1.3864799999999995,1.385546975812,1.080932486831,4.975974535004,0,0,35.36695098877,27.367267608642997,27.367267608642997,35.594169616699,27.400526046753,35.074813842773,27.367267608642997,35.074813842773,43641.889109409705
117,117,,  5d 08:24:32.92,-4.499961852445,2.499809262226,1.38576,1.385009434061,1.084112170611,4.973465018383,0,0,35.302032470703004,27.383899688720998,27.334011077880998,35.610397338867,27.350637435913,34.977436065674,27.334011077880998,34.977436065674,43641.9260820602
118,118,,  5d 09:17:46.53,-4.499809262226,2.499809262226,1.38534,1.3848094754799998,1.083602607415,4.972730250266,0,0,35.26957321167,27.383899688720998,27.383899688720998,35.302032470703004,27.350637435913,35.04235458374,27.350637435913,35.04235458374,43641.9630566898
119,119,,  5d 10:10:59.80,-4.499885557336,2.499809262226,1.3850699999999998,1.3845594464250002,1.083820870102,4.971425070184,0,0,35.26957321167,27.350637435913,27.350637435913,35.480560302734,27.367267608642997,35.026123046875,27.300748825073,35.026123046875,43642.000026990696
120,120,,  5d 11:04:12.00,-4.499809262226,2.499656672007,1.38507,1.3842969460640002,1.084209245836,4.970108326437,0,0,35.302032470703004,27.350637435913,27.250860214232997,35.545482635498,27.317378997803,35.009895324706996,27.317378997803,35.009895324706996,43642.0369851852
121,121,,  5d 11:57:26.95,-4.499885557336,2.499809262226,1.3845299999999998,1.3839594530559998,1.087758355447,4.968563957785,0,0,35.285800933838,27.350637435913,27.350637435913,35.513019561768,27.334011077880998,35.107276916504,27.334011077880998,35.107276916504,43642.073975011604
122,122,,  5d 12:50:38.19,-4.499961852445,2.499656672007,1.38419,1.383534438405,1.08446612762,4.966848185399,0,0,35.36695098877,27.284120559692003,27.284120559692003,35.561710357666,27.334011077880998,34.993663787842,27.250860214232997,34.993663787842,43642.1109219792
123,123,,  5d 13:43:52.03,-4.500038147555,2.499809262226,1.38386,1.3834594663339999,1.0864997423459999,4.96646403099,0,0,35.237113952637,27.383899688720998,27.367267608642997,35.431873321533,27.334011077880998,35.04235458374,27.334011077880998,35.04235458374,43642.1478991551
124,124,,  5d 14:37:05.01,-4.499885557336,2.4999618524450002,1.3836899999999999,1.3830844554409998,1.087138414317,4.964843981226,0,0,35.36695098877,27.433788299561,27.367267608642997,35.545482635498,27.383899688720998,35.058586120605,27.317378997803,35.058586120605,43642.1848663773
125,125,,  5d 15:30:16.00,-4.500038147555,2.499809262226,1.3834,1.3826719626030002,1.085770094091,4.963052869438,0,0,35.285800933838,27.334011077880998,27.334011077880998,35.4967918396,27.334011077880998,35.074813842773,27.334011077880998,35.074813842773,43642.2218102778
126,126,,  5d 16:23:28.08,-4.499885557336,2.499809262226,1.3828799999999999,1.3824844720390002,1.086842965084,4.962245474937,0,0,35.302032470703004,27.350637435913,27.334011077880998,35.545482635498,27.350637435913,35.026123046875,27.317378997803,35.026123046875,43642.2587673727
127,127,,  5d 17:16:40.33,-4.499961852445,2.4999618524450002,1.38295,1.381796961058,1.086152036349,4.95915278198,0,0,35.350723266602,27.350637435913,27.267490386963,35.4967918396,27.300748825073,35.074813842773,27.300748825073,35.074813842773,43642.2957257292
128,128,,  5d 18:09:50.22,-4.499809262226,2.499809262226,1.38193,1.3818594948010001,1.087239940643,4.959458388727,0,0,35.302032470703004,27.267490386963,27.267490386963,35.561710357666,27.300748825073,35.058586120605,27.284120559692003,35.058586120605,43642.3326569676
129,129,,  5d 19:03:02.94,-4.499961852445,2.499656672007,1.3822299999999998,1.381709452185,1.087680847025,4.95861139074,0,0,35.36695098877,27.367267608642997,27.350637435913,35.480560302734,27.317378997803,35.123504638671996,27.317378997803,35.123504638671996,43642.3696214468
130,130,,  5d 19:56:14.16,-4.499885557336,2.4999618524450002,1.3819400000000002,1.3813844479269999,1.0854329922319998,4.957307068518,0,0,35.350723266602,27.317378997803,27.300748825073,35.610397338867,27.334011077880998,35.155963897705,27.267490386963,35.155963897705,43642.4065680556
131,131,,  5d 20:49:25.36,-4.500038147555,2.499809262226,1.38169,1.380984437623,1.086002188917,4.955430615916,0,0,35.431873321533,27.317378997803,27.317378997803,35.561710357666,27.284120559692003,35.107276916504,27.284120559692003,35.107276916504,43642.4435144329
132,132,,  5d 21:42:36.84,-4.500114442664,2.4999618524450002,1.3813,1.380846983303,1.086371772756,4.954788107383,0,0,35.36695098877,27.350637435913,27.317378997803,35.610397338867,27.367267608642997,35.074813842773,27.317378997803,35.074813842773,43642.4804641204
133,133,,  5d 22:35:49.81,-4.500038147555,2.4999618524450002,1.381,1.380321980079,1.087384198833,4.952548643097,0,0,35.285800933838,27.317378997803,27.317378997803,35.529251098633,27.334011077880998,35.155963897705,27.334011077880998,35.155963897705,43642.5174311574
134,134,,  5d 23:29:02.75,-4.500038147555,2.4999618524450002,1.38089,1.379921969586,1.087827618485,4.950845653414,0,0,35.448101043701,27.250860214232997,27.250860214232997,35.642860412598,27.267490386963,35.091045379639,27.200971603394,35.091045379639,43642.554397847205
135,135,,  6d 00:22:12.06,-4.499961852445,2.499809262226,1.38008,1.380034435485,1.087355787726,4.951093327503,0,0,35.383182525635,27.367267608642997,27.350637435913,35.529251098633,27.433788299561,35.285800933838,27.400526046753,35.285800933838,43642.5913227431
136,136,,  6d 01:15:19.98,-4.500114442664,2.499656672007,1.3802299999999998,1.379721955338,1.082717617835,4.949660752664,0,0,35.561710357666,27.400526046753,27.367267608642997,35.691551208496,27.417158126831,35.253345489502,27.417158126831,35.253345489502,43642.6282310069
137,137,,  6d 02:08:28.01,-4.499961852445,2.499809262226,1.3801800000000002,1.379434412994,1.0873641661239999,4.9480571009759995,0,0,35.545482635498,27.284120559692003,27.284120559692003,35.691551208496,27.250860214232997,35.04235458374,27.250860214232997,35.04235458374,43642.6651409028
138,138,,  6d 03:01:38.94,-4.500114442664,2.4999618524450002,1.3796899999999999,1.37865941917,1.0883727395640002,4.944956598780999,0,0,35.480560302734,27.300748825073,27.284120559692003,35.77269744873,27.250860214232997,35.123504638671996,27.250860214232997,35.123504638671996,43642.7020844329
139,139,,  6d 03:54:49.53,-4.499809262226,2.499809262226,1.37886,1.3787969998899998,1.089928209053,4.945693732522,0,0,35.480560302734,27.350637435913,27.334011077880998,35.610397338867,27.417158126831,35.172191619873,27.334011077880998,35.172191619873,43642.7390238079
140,140,,  6d 04:47:58.21,-4.500038147555,2.499809262226,1.37919,1.378596912615,1.086932441299,4.944124591744,0,0,35.3994140625,27.200971603394,27.200971603394,35.659088134766,27.151082992554002,35.26957321167,27.151082992554002,35.26957321167,43642.7759411111
141,141,,  6d 05:41:07.87,-4.499961852445,2.499809262226,1.3787600000000002,1.378196954208,1.087196849682,4.942746663678,0,0,35.561710357666,27.317378997803,27.284120559692003,35.691551208496,27.350637435913,35.188423156738,27.300748825073,35.188423156738,43642.8128698148
142,142,,  6d 06:34:15.66,-4.499961852445,2.4999618524450002,1.37845,1.377971989688,1.0888378347830001,4.941750787158,0,0,35.448101043701,27.417158126831,27.317378997803,35.691551208496,27.367267608642997,35.302032470703004,27.334011077880998,35.302032470703004,43642.849776805604
143,143,,  6d 07:27:22.06,-4.499961852445,2.499809262226,1.3782500000000002,1.3776594229199999,1.0867510640559999,4.940266449301,0,0,35.561710357666,27.300748825073,27.300748825073,35.756465911865,27.334011077880998,35.26957321167,27.284120559692003,35.26957321167,43642.8866677083
144,144,,  6d 08:20:29.96,-4.500114442664,2.499809262226,1.37796,1.3773094408500002,1.087948984279,4.938666526319,0,0,35.480560302734,27.317378997803,27.284120559692003,35.740238189696996,27.267490386963,35.26957321167,27.267490386963,35.26957321167,43642.923576145804
145,145,,  6d 09:13:38.42,-4.500038147555,2.499809262226,1.37759,1.376984446207,1.087273019468,4.937169398348,0,0,35.561710357666,27.284120559692003,27.284120559692003,35.691551208496,27.300748825073,35.285800933838,27.284120559692003,35.285800933838,43642.960491099504
146,146,,  6d 10:06:43.74,-4.500114442664,2.499504081788,1.37716,1.376584404112,1.087560877085,4.935515476122,0,0,35.480560302734,27.267490386963,27.217601776123,35.724010467529,27.300748825073,35.220882415771,27.234231948853,35.220882415771,43642.9973692824
147,147,,  6d 10:59:51.42,-4.499961852445,2.4999618524450002,1.37709,1.3761344298820002,1.086889646627,4.933482185328,0,0,35.4967918396,27.184343338013,27.184343338013,35.788928985596,27.151082992554002,35.237113952637,27.151082992554002,35.237113952637,43643.0342751852
148,148,,  6d 11:52:59.72,-4.499885557336,2.4999618524450002,1.37626,1.3760969137619998,1.08801375835,4.933152194163,0,0,35.513019561768,27.334011077880998,27.334011077880998,35.659088134766,27.350637435913,35.253345489502,27.300748825073,35.253345489502,43643.071188148104
149,149,,  6d 12:46:07.65,-4.499961852445,2.499809262226,1.37645,1.3757844299739999,1.088381311098,4.931763660533,0,0,35.4967918396,27.367267608642997,27.350637435913,35.821388244629,27.317378997803,35.285800933838,27.317378997803,35.285800933838,43643.108096770804
150,150,,  6d 13:39:14.34,-4.499885557336,2.4999618524450002,1.37613,1.37535941928,1.090035494755,4.929745110112,0,0,35.610397338867,27.217601776123,27.217601776123,35.740238189696996,27.234231948853,35.26957321167,27.200971603394,35.26957321167,43643.1449911111
151,151,,  6d 14:32:21.94,-4.499961852445,2.499656672007,1.3755700000000002,1.37538445054,1.092683715909,4.929995495403,0,0,35.4967918396,27.350637435913,27.317378997803,35.691551208496,27.300748825073,35.253345489502,27.300748825073,35.253345489502,43643.1818961227
152,152,,  6d 15:25:26.46,-4.499885557336,2.4999618524450002,1.37561,1.374971936885,1.087019101336,4.927823551652,0,0,35.594169616699,27.317378997803,27.284120559692003,35.756465911865,27.300748825073,35.383182525635,27.300748825073,35.383182525635,43643.2187653125
153,153,,  6d 16:18:34.12,-4.500114442664,2.4999618524450002,1.37529,1.3748094402200002,1.089624701739,4.927369713201,0,0,35.594169616699,27.284120559692003,27.267490386963,35.756465911865,27.284120559692003,35.237113952637,27.234231948853,35.237113952637,43643.2556708681
154,154,,  6d 17:11:42.82,-4.499961852445,2.4999618524450002,1.3752300000000002,1.374609419365,1.090415332031,4.925693310552,0,0,35.464328765869006,27.300748825073,27.300748825073,35.821388244629,27.250860214232997,35.383182525635,27.250860214232997,35.383182525635,43643.2925883565
155,155,,  6d 18:04:50.85,-4.499885557336,2.499656672007,1.37494,1.3743094320309999,1.0907373541,4.924690965575,0,0,35.675319671630994,27.284120559692003,27.267490386963,35.805156707764,27.300748825073,35.36695098877,27.250860214232997,35.36695098877,43643.3294981481
156,156,,  6d 18:57:57.32,-4.499885557336,2.499809262226,1.37448,1.374009467801,1.089193782106,4.9234766630180005,0,0,35.577941894531,27.350637435913,27.317378997803,35.821388244629,27.300748825073,35.3994140625,27.300748825073,35.3994140625,43643.366389768504
157,157,,  6d 19:51:02.31,-4.500038147555,2.499809262226,1.37426,1.3736594454539999,1.088970422926,4.9217948592830005,0,0,35.707778930664,27.334011077880998,27.334011077880998,35.902534484863,27.367267608642997,35.36695098877,27.367267608642997,35.36695098877,43643.4032645718
158,158,,  6d 20:44:08.02,-4.500114442664,2.499809262226,1.3740100000000002,1.37328443544,1.08932284645,4.920357697414,0,0,35.675319671630994,27.350637435913,27.334011077880998,35.870079040527,27.400526046753,35.3994140625,27.317378997803,35.3994140625,43643.4401475116
159,159,,  6d 21:37:14.56,-4.499961852445,2.4999618524450002,1.3736899999999999,1.373071938874,1.088845836699,4.91851150749,0,0,35.610397338867,27.334011077880998,27.234231948853,35.886306762695,27.284120559692003,35.36695098877,27.250860214232997,35.36695098877,43643.477040405094
160,160,,  6d 22:30:18.26,-4.499885557336,2.499809262226,1.37301,1.3726969475850002,1.0892618705419999,4.917526611952001,0,0,35.691551208496,27.300748825073,27.284120559692003,35.853847503662,27.317378997803,35.3994140625,27.317378997803,35.3994140625,43643.513899710604
161,161,,  6d 23:23:25.79,-4.500114442664,2.4999618524450002,1.37315,1.3724469023230002,1.088627908427,4.916708358011,0,0,35.642860412598,27.317378997803,27.217601776123,35.853847503662,27.350637435913,35.220882415771,27.267490386963,35.220882415771,43643.5508039352
162,162,,  7d 00:16:29.28,-4.499885557336,2.499809262226,1.3726200000000002,1.372196935163,1.091637035743,4.91500865099,0,0,35.4967918396,27.300748825073,27.300748825073,35.77269744873,27.284120559692003,35.448101043701,27.284120559692003,35.448101043701,43643.5876612037
163,163,,  7d 01:09:34.22,-4.500114442664,2.499809262226,1.37258,1.371584428827,1.090668755272,4.912720310894,0,0,35.740238189696996,27.300748825073,27.300748825073,35.934997558594,27.300748825073,35.302032470703004,27.300748825073,35.302032470703004,43643.6245353588
164,164,,  7d 02:02:41.84,-4.500114442664,2.4999618524450002,1.37198,1.371584439487,1.092443022384,4.9117827622490005,0,0,35.594169616699,27.300748825073,27.234231948853,35.805156707764,27.284120559692003,35.545482635498,27.234231948853,35.545482635498,43643.661440358796
165,165,,  7d 02:55:48.30,-4.500038147555,2.499809262226,1.37187,1.371359419533,1.09082308855,4.910738341743,0,0,35.724010467529,27.234231948853,27.200971603394,35.886306762695,27.184343338013,35.431873321533,27.184343338013,35.431873321533,43643.6983319792
166,166,,  7d 03:48:53.90,-4.499961852445,2.499809262226,1.37144,1.371009411651,1.092245634857,4.909644536849,0,0,35.805156707764,27.284120559692003,27.284120559692003,35.934997558594,27.334011077880998,35.480560302734,27.300748825073,35.480560302734,43643.735214027794
167,167,,  7d 04:41:58.92,-4.500038147555,2.4999618524450002,1.37123,1.370696905693,1.088943712991,4.908165305361,0,0,35.740238189696996,27.400526046753,27.350637435913,35.918766021729,27.383899688720998,35.480560302734,27.350637435913,35.480560302734,43643.7720888194
168,168,,  7d 05:35:05.20,-4.5002670328829995,2.4999618524450002,1.37094,1.370621965666,1.093704769211,4.907763048402,0,0,35.707778930664,27.334011077880998,27.267490386963,35.951225280762,27.284120559692003,35.350723266602,27.267490386963,35.350723266602,43643.8089782986
169,169,,  7d 06:28:12.83,-4.499809262226,2.4999618524450002,1.3708799999999999,1.370009403817,1.093468098057,4.905073820720999,0,0,35.659088134766,27.350637435913,27.350637435913,35.805156707764,27.383899688720998,35.464328765869006,27.317378997803,35.464328765869006,43643.8458833102
170,170,,  7d 07:21:19.41,-4.499961852445,2.499809262226,1.37037,1.370021913187,1.092333830511,4.904736312435,0,0,35.691551208496,27.334011077880998,27.300748825073,35.967456817627,27.284120559692003,35.415641784668004,27.284120559692003,35.415641784668004,43643.8827763773
171,171,,  7d 08:14:20.70,-4.500114442664,2.4999618524450002,1.3702100000000002,1.369621897476,1.089288468517,4.902828818326,0,0,35.707778930664,27.267490386963,27.234231948853,35.967456817627,27.234231948853,35.529251098633,27.234231948853,35.529251098633,43643.9196083102
172,172,,  7d 09:07:26.66,-4.500038147555,2.4999618524450002,1.3699299999999999,1.369246919359,1.09240750607,4.9013073059079995,0,0,35.821388244629,27.284120559692003,27.267490386963,35.983688354492,27.334011077880998,35.513019561768,27.267490386963,35.513019561768,43643.9564941551
173,173,,  7d 10:00:31.84,-4.500038147555,2.4999618524450002,1.36948,1.3690468901269999,1.092505708342,4.900610711937,0,0,35.756465911865,27.367267608642997,27.334011077880998,35.918766021729,27.334011077880998,35.480560302734,27.334011077880998,35.480560302734,43643.9933709375
174,174,,  7d 10:53:37.64,-4.500114442664,2.499809262226,1.36926,1.368696915726,1.095036615758,4.898831867179,0,0,35.675319671630994,27.267490386963,27.267490386963,35.951225280762,27.250860214232997,35.513019561768,27.250860214232997,35.513019561768,43644.0302549653
175,175,,  7d 11:46:41.86,-4.500038147555,2.4999618524450002,1.3690600000000002,1.36849691829,1.092716049569,4.897860904088,0,0,35.821388244629,27.250860214232997,27.250860214232997,36.016147613525,27.317378997803,35.464328765869006,27.300748825073,35.464328765869006,43644.067120729196
176,176,,  7d 12:39:47.96,-4.500114442664,2.499809262226,1.3687200000000002,1.36817194111,1.092999082176,4.89630693419,0,0,35.691551208496,27.317378997803,27.250860214232997,35.918766021729,27.284120559692003,35.4967918396,27.250860214232997,35.4967918396,43644.1040081944
177,177,,  7d 13:32:53.06,-4.499961852445,2.499809262226,1.36853,1.367884377633,1.0914896708169999,4.894594281967,0,0,35.740238189696996,27.250860214232997,27.250860214232997,36.048603057861,27.217601776123,35.545482635498,27.217601776123,35.545482635498,43644.1408842593
178,178,,  7d 14:25:59.38,-4.500038147555,2.4999618524450002,1.3680700000000001,1.367746906417,1.094696870063,4.89453213215,0,0,35.870079040527,27.234231948853,27.234231948853,36.081066131592,27.267490386963,35.4967918396,27.217601776123,35.4967918396,43644.1777744444
179,179,,  7d 15:19:04.40,-4.499961852445,2.4999618524450002,1.36797,1.367359423529,1.093094835438,4.892348384427001,0,0,35.740238189696996,27.334011077880998,27.300748825073,35.951225280762,27.284120559692003,35.577941894531,27.250860214232997,35.577941894531,43644.2146492477
180,180,,  7d 16:12:09.90,-4.499885557336,2.4999618524450002,1.3677,1.367196910851,1.09454637764,4.891727914091,0,0,35.821388244629,27.317378997803,27.317378997803,36.145984649658,27.284120559692003,35.513019561768,27.284120559692003,35.513019561768,43644.251529837995
181,181,,  7d 17:05:16.22,-4.499961852445,2.499809262226,1.3673800000000005,1.366771898665,1.094624728839,4.889878324474,0,0,35.821388244629,27.350637435913,27.350637435913,35.983688354492,27.383899688720998,35.561710357666,27.317378997803,35.561710357666,43644.2884198264
182,182,,  7d 17:58:21.84,-4.500190737774,2.4999618524450002,1.36717,1.3667219100080001,1.094260878431,4.889498870639,0,0,35.853847503662,27.400526046753,27.300748825073,36.032375335693004,27.350637435913,35.561710357666,27.350637435913,35.561710357666,43644.3253018634
183,183,,  7d 18:51:27.14,-4.499885557336,2.499809262226,1.36682,1.366321941834,1.094512126276,4.887677610768,0,0,35.788928985596,27.300748825073,27.300748825073,36.081066131592,27.300748825073,35.594169616699,27.300748825073,35.594169616699,43644.3621801042
184,184,,  7d 19:44:35.45,-4.499885557336,2.499809262226,1.36679,1.36605940411,1.093254302984,4.886562399713,0,0,35.870079040527,27.284120559692003,27.250860214232997,36.064834594727,27.284120559692003,35.610397338867,27.200971603394,35.610397338867,43644.3990930671
185,185,,  7d 20:37:42.50,-4.499885557336,2.499809262226,1.36622,1.3659219193680001,1.095385276581,4.885634022803,0,0,35.886306762695,27.300748825073,27.284120559692003,36.064834594727,27.267490386963,35.642860412598,27.267490386963,35.642860412598,43644.435991956
186,186,,  7d 21:30:48.98,-4.499809262226,2.4999618524450002,1.3661,1.365621912059,1.0949707393780002,4.88458045539,0,0,35.918766021729,27.284120559692003,27.284120559692003,36.162216186523,27.334011077880998,35.577941894531,27.267490386963,35.577941894531,43644.4728834838
187,187,,  7d 22:23:55.21,-4.499961852445,2.4999618524450002,1.36596,1.365421898589,1.096507303223,4.883231827611,0,0,35.853847503662,27.334011077880998,27.334011077880998,36.048603057861,27.317378997803,35.691551208496,27.317378997803,35.691551208496,43644.5097723958
188,188,,  7d 23:17:02.67,-4.500038147555,2.4999618524450002,1.36574,1.364834435923,1.0958040318189999,4.8811592938679995,0,0,35.934997558594,27.200971603394,27.200971603394,36.178443908691,27.234231948853,35.561710357666,27.217601776123,35.561710357666,43644.5466757755
189,189,,  8d 00:10:07.77,-4.499961852445,2.4999618524450002,1.36496,1.364746920273,1.096566064243,4.880494773192,0,0,35.853847503662,27.350637435913,27.317378997803,36.032375335693004,27.367267608642997,35.724010467529,27.284120559692003,35.724010467529,43644.5835520255
190,190,,  8d 01:03:09.52,-4.500190737774,2.499809262226,1.3648799999999999,1.364559430498,1.096090907807,4.8794959790179995,0,0,35.967456817627,27.367267608642997,27.317378997803,36.113525390625,27.367267608642997,35.659088134766,27.300748825073,35.659088134766,43644.620388842595
191,191,,  8d 01:56:15.67,-4.499885557336,2.499809262226,1.36489,1.363996944298,1.094539701687,4.876867684534,0,0,35.853847503662,27.417158126831,27.383899688720998,36.081066131592,27.367267608642997,35.659088134766,27.367267608642997,35.659088134766,43644.657276851896
192,192,,  8d 02:49:17.45,-4.499885557336,2.499809262226,1.3641900000000002,1.363971921399,1.093470176522,4.8767115513190005,0,0,35.983688354492,27.334011077880998,27.334011077880998,36.22713470459,27.367267608642997,35.740238189696996,27.350637435913,35.740238189696996,43644.6941143981
193,193,,  8d 03:42:22.95,-4.499885557336,2.4999618524450002,1.36431,1.3637469275299998,1.0961689869640001,4.875362015566,0,0,36.048603057861,27.334011077880998,27.300748825073,36.178443908691,27.350637435913,35.740238189696996,27.284120559692003,35.740238189696996,43644.7309947801
194,194,,  8d 04:35:29.54,-4.500190737774,2.4999618524450002,1.3642,1.36357187409,1.097494559503,4.874662541483,0,0,35.951225280762,27.184343338013,27.184343338013,36.162216186523,27.151082992554002,35.529251098633,27.151082992554002,35.529251098633,43644.767888206
195,195,,  8d 05:28:37.16,-4.499885557336,2.4999618524450002,1.3637299999999999,1.3632093994010002,1.096537889498,4.872852291497,0,0,35.77269744873,27.334011077880998,27.334011077880998,36.064834594727,27.367267608642997,35.853847503662,27.334011077880998,35.853847503662,43644.8047932176
196,196,,  8d 06:21:41.77,-4.499809262226,2.4999618524450002,1.3634700000000002,1.3630594329660002,1.0949958967370002,4.8725506469,0,0,36.081066131592,27.400526046753,27.400526046753,36.356971740723,27.450414657593,35.788928985596,27.400526046753,35.788928985596,43644.8416633218
197,197,,  8d 07:14:44.73,-4.5002670328829995,2.4999618524450002,1.36323,1.3626968982049998,1.096105355686,4.87047101465,0,0,36.032375335693004,27.367267608642997,27.350637435913,36.292053222656,27.334011077880998,35.853847503662,27.334011077880998,35.853847503662,43644.8785147917
198,198,,  8d 08:07:48.82,-4.500114442664,2.4999618524450002,1.36293,1.362384397701,1.097846774501,4.869079310846,0,0,36.09729385376,27.284120559692003,27.267490386963,36.356971740723,27.317378997803,35.837619781494006,27.250860214232997,35.837619781494006,43644.9153789236
