Cycle,Cycle Type,Test Time,Current,Voltage,AH-IN,AH-OUT,WH-IN,WH-OUT,ACR,DCIR,T1_Start,T1_End,T1_Min,T1_Max,T1_Start.1,T1_End.1,T1_Min.1,T1_Max.1,Date
0,,  0d 23:20:32.32,-0.7500572213321128,2.4999618524450002,1.4684599999999999,1.461784315817,0.254288329774,5.447169565294,0,0,29.769502639770998,28.059888839722,27.628335952759,29.819297790527,28.010093688965,29.454135894775,27.445755004882997,30.082826614379996,43603.7036508449
1,,  1d 00:17:42.75,-4.499885557336,2.499656672007,1.46209,1.3940969853760001,1.255518936686,5.015581681037,0,0,29.503931045532,28.690620422363,28.508039474487,31.751344680785998,28.740415573120004,33.484661102295,28.723817825317003,33.484661102295,43603.7433677546
2,,  1d 01:13:36.65,-4.499885557336,2.4999618524450002,1.39644,1.392334471744,1.2517376137510001,5.010313125162,0,0,33.598052978516,28.707220077515,28.707220077515,33.743846893311,28.707220077515,32.950084686279,28.657424926757997,32.950084686279,43603.7821984259
3,,  1d 02:09:32.16,-4.499885557336,2.499809262226,1.39336,1.3943345171619999,1.243223151542,5.017572543983,0,0,33.176872253418004,28.723817825317003,28.541236877441,33.403663635254,28.757013320923,33.144474029541,28.757013320923,33.144474029541,43603.821048263904
4,,  1d 03:05:14.32,-4.500038147555,2.499809262226,1.395,1.395659519129,1.2379233418970002,5.022416791097,0,0,33.403663635254,28.640825271606,28.607629776001,33.565654754639,28.591032028198,33.35506439209,28.591032028198,33.35506439209,43603.8597433333
5,,  1d 04:00:50.72,-4.500114442664,2.499809262226,1.39613,1.3956969919139999,1.232512116677,5.022148613747,0,0,33.598052978516,28.640825271606,28.52463722229,33.7600440979,28.674022674561,33.35506439209,28.640825271606,33.35506439209,43603.898371574105
6,,  1d 04:56:37.38,-4.499809262226,2.499656672007,1.3969,1.400172034713,1.224870006586,5.0423636872,0,0,33.565654754639,29.686511993407997,27.960298538207997,33.695247650146,29.719707489014002,34.197422027588,29.719707489014002,34.197422027588,43603.93711875
7,,  1d 05:51:57.63,-4.499961852445,2.499656672007,1.39993,1.397747024005,1.220911880318,5.0325816409719994,0,0,34.359413146973,28.408449172974,28.059888839722,34.618602752686,28.425048828125,33.581855773926,28.425048828125,33.581855773926,43603.9755601042
8,,  1d 06:47:19.50,-4.499961852445,2.499656672007,1.3990200000000002,1.394522000479,1.216884488698,5.01834531651,0,0,33.873439788818004,28.674022674561,28.640825271606,34.035430908203004,28.674022674561,32.982482910156,28.640825271606,32.982482910156,43604.0140203704
9,,  1d 07:42:57.01,-4.500190737774,2.499809262226,1.39504,1.395522009843,1.223617061437,5.023413139196,0,0,33.257869720459,28.806808471679997,28.474843978882,33.403663635254,28.856603622437,32.982482910156,28.856603622437,32.982482910156,43604.052661851805
