Cycle,Cycle Type,Test Time,Current,Voltage,AH-IN,AH-OUT,WH-IN,WH-OUT,ACR,DCIR,T1_Start,T1_End,T1_Min,T1_Max,T1_Start.1,T1_End.1,T1_Min.1,T1_Max.1,Date
0,,  0d 23:20:48.76,-0.7500572213321128,2.4999618524450002,1.46717,1.461853045567,0.253096337782,5.443858001353,0,0,28.566495895385998,27.462938308716,27.345893859863,28.633377075194996,27.479656219482003,28.36584854126,27.312452316284,28.382568359375,43623.4137214583
1,,  1d 00:17:00.01,-4.500114442664,2.4999618524450002,1.4610299999999998,1.406171925592,1.195967368997,5.0605887471969995,0,0,28.416009902954002,27.697025299072,27.680303573607997,32.354244232178004,27.697025299072,34.557258605956996,27.697025299072,34.557258605956996,43623.4527519907
2,,  1d 01:11:57.48,-4.500114442664,2.4999618524450002,1.40836,1.407771956364,1.171434538244,5.068575858058,0,0,34.736763000488,27.83078956604,27.763906478882,35.046817779541,27.847511291504002,34.606212615967,27.79734992981,34.606212615967,43623.4909284722
3,,  1d 02:07:03.29,-4.500190737774,2.4999618524450002,1.4093399999999998,1.4103969620339998,1.16744534484,5.080008600089,0,0,34.720443725586,28.098318099976,28.081600189209,34.965225219727,28.098318099976,34.704124450684,28.031436920166,34.704124450684,43623.5292015393
4,,  1d 03:02:05.28,-4.499961852445,2.499656672007,1.41087,1.410572026364,1.15748244735,5.080852845608,0,0,34.86731338501,27.947832107544,27.880952835082997,35.21000289917,27.947832107544,34.508304595946996,27.847511291504002,34.508304595946996,43623.5674302894
5,,  1d 03:57:03.12,-4.500114442664,2.4999618524450002,1.41111,1.4108594761739999,1.159044486249,5.082030831615,0,0,34.785720825195,27.964553833007997,27.964553833007997,34.948905944824,27.964553833007997,34.622531890869006,27.964553833007997,34.622531890869006,43623.605611111096
6,,  1d 04:51:55.16,-4.499885557336,2.499504081788,1.4110300000000002,1.410734493397,1.150228358901,5.081314438448,0,0,34.687808990479,27.83078956604,27.83078956604,35.177364349365,27.847511291504002,34.508304595946996,27.79734992981,34.508304595946996,43623.6437246528
7,,  1d 05:46:42.61,-4.5002670328829995,2.4999618524450002,1.41117,1.411946955151,1.149319660143,5.085733375112,0,0,34.769401550293004,27.83078956604,27.814067840576,34.91626739502,27.814067840576,34.671489715576,27.814067840576,34.671489715576,43623.681785208304
8,,  1d 06:41:22.24,-4.500038147555,2.499504081788,1.4121899999999998,1.411359452511,1.1453938063070002,5.084444077701,0,0,34.883632659912,27.964553833007997,27.964553833007997,35.226322174071996,27.914392471313,34.540939331055,27.914392471313,34.540939331055,43623.7197553241
9,,  1d 07:36:00.35,-4.4997329671170005,2.499656672007,1.41156,1.411846999917,1.1432908817460001,5.08632332992,0,0,34.671489715576,27.997993469238,27.964553833007997,34.932586669921996,27.981275558472,34.491985321045,27.981275558472,34.491985321045,43623.7577077199
10,,  1d 08:30:32.54,-4.499885557336,2.499504081788,1.4120400000000002,1.41133447937,1.138860321353,5.084363246843,0,0,34.8020362854,27.931114196777,27.931114196777,35.079452514648,27.897672653198,34.41039276123,27.864231109619002,34.41039276123,43623.7955915625
11,,  1d 09:25:03.80,-4.500114442664,2.499656672007,1.4115,1.4116220161700002,1.1390480064769999,5.085191196123,0,0,34.557258605956996,27.864231109619002,27.864231109619002,34.818355560303004,27.880952835082997,34.443027496338,27.880952835082997,34.443027496338,43623.8334647338
12,,  1d 10:19:31.63,-4.499885557336,2.4999618524450002,1.41179,1.4117219698969998,1.135101289313,5.085701187134,0,0,34.638851165771,27.947832107544,27.947832107544,34.997859954834,27.947832107544,34.524620056152,27.931114196777,34.524620056152,43623.871298298596
13,,  1d 11:13:57.32,-4.499885557336,2.4999618524450002,1.4119,1.4116720155759999,1.132247010618,5.085463854886,0,0,34.671489715576,27.964553833007997,27.931114196777,34.899948120117,27.964553833007997,34.361434936523,27.914392471313,34.361434936523,43623.9091067245
14,,  1d 12:08:18.50,-4.500038147555,2.499656672007,1.41186,1.4114719721200002,1.1306581462029999,5.084669465254,0,0,34.524620056152,27.897672653198,27.880952835082997,35.030498504639,27.914392471313,34.377750396729,27.864231109619002,34.377750396729,43623.946863425896
15,,  1d 13:02:40.93,-4.499885557336,2.499809262226,1.4116600000000001,1.4117469920530001,1.1293004573549998,5.085808184813,0,0,34.638851165771,27.981275558472,27.947832107544,34.965225219727,27.997993469238,34.573577880859,27.947832107544,34.573577880859,43623.9846341088
16,,  1d 13:57:00.99,-4.500114442664,2.499809262226,1.41174,1.4115219843849998,1.1267313278939999,5.084779048845,0,0,34.687808990479,27.897672653198,27.897672653198,34.997859954834,27.897672653198,34.573577880859,27.847511291504002,34.573577880859,43624.0223777778
17,,  1d 14:51:17.66,-4.499961852445,2.499809262226,1.41164,1.4115594893799999,1.124588628695,5.0848567774080005,0,0,34.785720825195,27.897672653198,27.897672653198,35.046817779541,27.897672653198,34.573577880859,27.847511291504002,34.573577880859,43624.0600820255
18,,  1d 15:45:33.97,-4.500114442664,2.499809262226,1.41176,1.411522006191,1.123722794231,5.084810772067001,0,0,34.785720825195,27.914392471313,27.914392471313,35.014179229736,27.880952835082997,34.524620056152,27.864231109619002,34.524620056152,43624.0977821181
19,,  1d 16:39:46.37,-4.4997329671170005,2.499809262226,1.41152,1.411171982872,1.120707219523,5.083415913831,0,0,34.687808990479,27.947832107544,27.931114196777,35.046817779541,27.947832107544,34.426708221436,27.880952835082997,34.426708221436,43624.135437349505
20,,  1d 17:33:57.74,-4.500114442664,2.499809262226,1.41123,1.411309492808,1.119335646867,5.083678310013,0,0,34.540939331055,27.864231109619002,27.864231109619002,34.932586669921996,27.880952835082997,34.540939331055,27.880952835082997,34.540939331055,43624.173079919
21,,  1d 18:28:08.14,-4.500038147555,2.4999618524450002,1.41141,1.411159516908,1.117324578791,5.082963162162,0,0,34.769401550293004,27.981275558472,27.947832107544,35.095771789551,27.964553833007997,34.638851165771,27.914392471313,34.638851165771,43624.2107115856
