Cycle,Cycle Type,Test Time,Current,Voltage,AH-IN,AH-OUT,WH-IN,WH-OUT,ACR,DCIR,T1_Start,T1_End,T1_Min,T1_Max,T1_Start.1,T1_End.1,T1_Min.1,T1_Max.1,Date
0,,  0d 23:15:25.63,-0.7499809262226291,2.499809262226,1.45946,1.4550535297609999,0.25181245233800004,5.4204310407700005,0,0,28.215362548828,27.329172134399,27.128526687622,28.298965454102,27.279008865356,28.198640823364002,27.195407867432,28.198640823364002,43637.543103460695
1,,  1d 00:11:56.22,-4.500114442664,2.499809262226,1.45446,1.3950094074810002,1.221527421982,5.018675898294,0,0,28.181922912598,27.379333496094,27.345893859863,31.489353179932,27.412776947020998,33.512866973877,27.345893859863,33.512866973877,43637.5823577083
2,,  1d 01:07:05.24,-4.499961852445,2.499809262226,1.3967200000000002,1.396409454166,1.196770835055,5.025396613076,0,0,33.725006103516,27.412776947020998,27.396055221557997,34.084018707275,27.379333496094,33.692371368408,27.379333496094,33.692371368408,43637.6206678472
3,,  1d 02:02:20.08,-4.5002670328829995,2.499809262226,1.3976000000000002,1.397846916287,1.191886750362,5.031327070305,0,0,33.888195037842,27.462938308716,27.429494857788,34.10033416748,27.362613677979002,33.545501708984,27.362613677979002,33.545501708984,43637.6590454514
4,,  1d 02:57:29.38,-4.500114442664,2.4999618524450002,1.39854,1.3979344501820001,1.1901553243279999,5.032430110127001,0,0,33.790283203125,27.362613677979002,27.362613677979002,33.986106872559,27.429494857788,33.300720214844,27.396055221557997,33.300720214844,43637.6974371644
5,,  1d 03:52:35.43,-4.500114442664,2.4999618524450002,1.39845,1.39917193396,1.186863450591,5.037605406042,0,0,33.300720214844,27.546541213989002,27.396055221557997,34.018741607666,27.496377944945998,33.610778808594,27.479656219482003,33.610778808594,43637.7356345139
6,,  1d 04:47:36.45,-4.499885557336,2.499656672007,1.39945,1.399484447942,1.1797520280040001,5.038538999906,0,0,33.790283203125,27.429494857788,27.429494857788,34.018741607666,27.379333496094,33.643413543701,27.379333496094,33.643413543701,43637.7738522338
7,,  1d 05:42:31.42,-4.499885557336,2.499809262226,1.39975,1.3994469748109999,1.17747997009,5.038479478937,0,0,33.773963928223,27.362613677979002,27.345893859863,34.067699432373,27.312452316284,33.496547698975,27.312452316284,33.496547698975,43637.8119997801
8,,  1d 06:37:21.93,-4.499961852445,2.499656672007,1.39988,1.3995719557539998,1.175365956704,5.039389968256001,0,0,33.659732818604,27.462938308716,27.396055221557997,33.986106872559,27.462938308716,33.529182434081996,27.379333496094,33.529182434081996,43637.850095775495
9,,  1d 07:32:07.91,-4.500114442664,2.4999618524450002,1.39981,1.3998594811629999,1.175128949692,5.0399697691280005,0,0,33.790283203125,27.396055221557997,27.329172134399,33.920829772949,27.329172134399,33.545501708984,27.245569229126,33.545501708984,43637.8881393287
