Cycle,Cycle Type,Test Time,Current,Voltage,AH-IN,AH-OUT,WH-IN,WH-OUT,ACR,DCIR,T1_Start,T1_End,T1_Min,T1_Max,T1_Start.1,T1_End.1,T1_Min.1,T1_Max.1,Date
0,,  0d 23:29:20.74,-0.7499809262226291,2.4999618524450002,1.4793500000000002,1.473708599149,0.23068706286899998,5.496464037302,0,0,27.993495941162,27.927103042603,27.595140457153,29.503931045532,27.877307891845998,29.653314590454002,27.445755004882997,31.751344680785998,43603.7188738426
1,,  1d 00:25:09.32,-4.500038147555,2.499809262226,1.4747,1.4316345585640002,1.118838452526,5.173474260383,0,0,29.570323944092003,32.204921722412,28.52463722229,33.727645874023,32.091526031494006,30.374414443970004,30.358215332031,32.091526031494006,43603.7576419329
2,,  1d 01:20:23.55,-4.500038147555,2.4999618524450002,1.4344,1.433184582827,1.0868721864489999,5.1806705034350005,0,0,30.342016220093,32.885288238525,28.657424926757997,33.387462615967,32.73949432373,30.439210891724,30.439210891724,32.73949432373,43603.7960124769
3,,  1d 02:15:09.85,-4.4997329671170005,2.499809262226,1.43349,1.429684558085,1.07760838778,5.161251663166,0,0,30.439210891724,32.6422996521,28.557834625244002,32.6422996521,32.690898895264,30.957586288452,30.957586288452,33.565654754639,43603.8340600116
4,,  1d 03:09:35.06,-4.500114442664,2.4999618524450002,1.4312200000000002,1.4336221403979998,1.062327935105,5.181694217284,0,0,30.89278793335,32.140125274658,28.607629776001,32.140125274658,32.140125274658,31.39496421814,31.006181716919,33.7600440979,43603.8718631829
5,,  1d 04:03:54.81,-4.500114442664,2.499656672007,1.43447,1.43234713533,1.0595871194670001,5.178108899741,0,0,31.346364974976,31.799942016602,28.52463722229,31.799942016602,31.799942016602,31.524557113647,31.054779052734,33.711444854736,43603.9096030671
6,,  1d 04:58:22.90,-4.499961852445,2.499504081788,1.4331399999999999,1.4336470827860002,1.0801499750499999,5.183798086278,0,0,31.492158889770998,31.880939483642997,27.960298538207997,31.929536819457997,31.929536819457997,31.184373855591,31.054779052734,34.618602752686,43603.9474395023
7,,  1d 05:52:44.26,-4.500038147555,2.499504081788,1.43459,1.43465957511,1.069722136327,5.188675393655,0,0,31.168172836304002,31.702747344970998,28.059888839722,31.718946456909,31.686548233032,31.39496421814,30.973785400391,34.05163192749,43603.9851980093
8,,  1d 06:47:06.29,-4.499885557336,2.499656672007,1.43516,1.4345970945489999,1.0633194392129999,5.1882779428640005,0,0,31.39496421814,31.070978164673,28.607629776001,31.589351654053,31.054779052734,31.119575500488,30.827991485595998,33.419860839844,43604.022964652795
9,,  1d 07:41:23.80,-4.499961852445,2.499809262226,1.43495,1.433647122975,1.062650370712,5.184103111793,0,0,31.119575500488,31.29776763916,28.474843978882,31.29776763916,31.200572967529002,31.10337638855,30.423011779785,33.3388671875,43604.0606784838
10,,  1d 08:35:35.60,-4.499885557336,2.499656672007,1.43406,1.432834578391,1.062626613381,5.180213752685,0,0,31.151973724365,31.524557113647,28.723817825317003,31.524557113647,31.492158889770998,30.585002899170004,30.390613555907997,33.468460083008,43604.0983266667
11,,  1d 09:30:02.98,-4.499961852445,2.4999618524450002,1.4324700000000001,1.432659599457,1.0783078180349999,5.1769423387449995,0,0,30.552604675293,31.232971191406,28.325462341309,31.475959777832,31.313966751099,31.151973724365,30.89278793335,33.970634460449,43604.136154988395
12,,  1d 10:24:09.60,-4.499885557336,2.499504081788,1.43352,1.431984599369,1.055694798437,5.173924658822,0,0,31.119575500488,30.536403656005998,28.109683990479002,31.232971191406,30.617401123047,31.038579940795998,30.617401123047,33.905838012695,43604.1737427546
13,,  1d 11:18:29.61,-4.499885557336,2.499809262226,1.4328299999999998,1.433272099428,1.057563721688,5.182834760048,0,0,31.054779052734,30.876588821410998,28.109683990479002,31.330165863037,30.876588821410998,30.617401123047,30.487810134888,33.922039031982,43604.2114860648
14,,  1d 12:12:44.43,-4.499961852445,2.499656672007,1.4335200000000001,1.432584637868,1.054000083946,5.17949336976,0,0,30.665998458862,30.89278793335,28.225872039794996,31.508358001709,30.925188064575,31.070978164673,30.908988952637,33.776245117188,43604.2491687963
15,,  1d 13:06:56.89,-4.499961852445,2.499809262226,1.43369,1.432822134954,1.072138955967,5.1811947929710005,0,0,31.070978164673,30.779394149779996,28.242469787598,31.29776763916,30.860389709473,30.827991485595998,30.746995925903,33.614250183105,43604.2868242014
16,,  1d 14:00:53.27,-4.499961852445,2.4999618524450002,1.43182,1.427509608049,1.057016245736,5.153797485894,0,0,30.876588821410998,30.018030166626,27.794319152832,31.443561553955004,30.034229278564,31.29776763916,30.034229278564,33.970634460449,43604.3242938773
17,,  1d 14:55:14.38,-4.499961852445,2.499809262226,1.4289300000000005,1.430109593398,1.087035744381,5.168836396451,0,0,31.249170303345,30.374414443970004,28.458244323729996,31.443561553955004,30.358215332031,31.330165863037,30.358215332031,33.565654754639,43604.3620494792
18,,  1d 15:49:14.93,-4.499885557336,2.499656672007,1.43092,1.432209580686,1.067591925544,5.179151018051,0,0,31.281568527222,29.354549407959,28.192674636841,31.362564086914002,29.404344558716,31.427362442017003,29.404344558716,33.792442321777,43604.3995672569
19,,  1d 16:43:07.35,-4.500038147555,2.499809262226,1.4311399999999999,1.426797056117,1.052635968456,5.1500973413699995,0,0,31.330165863037,29.088975906372,28.126281738281,31.330165863037,29.105575561523,31.799942016602,29.105575561523,33.857238769531,43604.4369909838
20,,  1d 17:36:47.10,-4.499885557336,2.499656672007,1.42862,1.429922058588,1.038635383113,5.167742822576,0,0,31.751344680785998,28.790210723877,28.740415573120004,31.751344680785998,28.806808471679997,32.561305999755994,28.806808471679997,33.225471496581996,43604.474268032405
21,,  1d 18:30:27.47,-4.500190737774,2.4999618524450002,1.43028,1.431409571672,1.0321672866009999,5.172474997067,0,0,32.415512084961,28.740415573120004,28.707220077515,32.415512084961,28.790210723877,32.674697875977,28.690620422363,32.674697875977,43604.5115521296
22,,  1d 19:24:02.70,-4.499961852445,2.499809262226,1.4319,1.428484599192,1.0276073935349999,5.162569008912,0,0,32.820491790771,28.93959236145,28.93959236145,33.695247650146,28.922994613647,32.059127807617,28.740415573120004,32.059127807617,43604.5487767245
23,,  1d 20:17:41.45,-4.500038147555,2.499809262226,1.4290100000000001,1.429647102658,1.03543205383,5.168125788203,0,0,32.156322479248,28.607629776001,28.557834625244002,33.727645874023,28.574432373047,31.783742904663,28.557834625244002,31.783742904663,43604.5860423727
24,,  1d 21:11:40.99,-4.499809262226,2.499809262226,1.4292399999999998,1.430409638522,1.052803220367,5.170721918744,0,0,31.81614112854,28.757013320923,28.624227523804002,33.711444854736,28.723817825317003,31.475959777832,28.474843978882,31.475959777832,43604.6235483912
25,,  1d 22:05:34.35,-4.499961852445,2.4999618524450002,1.43169,1.4313720972189998,1.046145775968,5.176133347888,0,0,31.524557113647,29.00598526001,28.972787857055998,33.776245117188,28.972787857055998,31.670349121094,28.889801025391,31.670349121094,43604.6609827894
26,,  1d 22:59:29.28,-4.499961852445,2.4999618524450002,1.43086,1.4259596070829998,1.042915316045,5.1496739921509995,0,0,31.686548233032,28.856603622437,28.806808471679997,33.873439788818004,28.906394958495998,31.670349121094,28.906394958495998,31.913337707520004,43604.698435463
27,,  1d 23:53:05.04,-4.500114442664,2.4999618524450002,1.42705,1.428772105512,1.035855162298,5.164316660280001,0,0,31.654150009155,28.823406219482003,28.823406219482003,33.7600440979,28.873201370239002,31.313966751099,28.342060089110998,31.346364974976,43604.7356663773
28,,  2d 00:46:47.01,-4.500038147555,2.4999618524450002,1.4287999999999998,1.427122094314,1.046550797687,5.156440532828,0,0,31.39496421814,28.806808471679997,28.757013320923,34.035430908203004,28.840005874634,30.827991485595998,28.52463722229,31.10337638855,43604.7729830324
29,,  2d 01:40:18.18,-4.500038147555,2.499656672007,1.42769,1.430409614502,1.0271301729459998,5.168500679592,0,0,30.730796813965,29.304754257202,29.288156509399,34.148822784424,29.304754257202,31.540754318237,28.557834625244002,31.540754318237,43604.8101468634
30,,  2d 02:33:45.90,-4.500038147555,2.499504081788,1.4307299999999998,1.427922097934,1.0221907653389999,5.158835355441,0,0,31.492158889770998,28.956190109253,28.956190109253,33.873439788818004,28.989387512207,31.39496421814,28.109683990479002,31.443561553955004,43604.847284641204
31,,  2d 03:27:23.28,-4.499885557336,2.499809262226,1.4274399999999998,1.4274970770820001,1.035083923117,5.157884073433,0,0,31.378765106201,29.055780410767003,29.055780410767003,33.938236236571996,29.022583007812,31.29776763916,28.557834625244002,31.29776763916,43604.8845345602
32,,  2d 04:21:11.92,-4.499885557336,2.4999618524450002,1.42853,1.428634667883,1.03744652354,5.164381681631,0,0,31.29776763916,28.93959236145,28.93959236145,33.954437255859,28.93959236145,31.39496421814,28.425048828125,31.411163330078,43604.9219141551
33,,  2d 05:14:56.84,-4.499809262226,2.499809262226,1.4291599999999998,1.428697084497,1.0383434157200002,5.164766836064,0,0,31.443561553955004,29.072378158569002,29.072378158569002,33.306468963623,29.00598526001,31.200572967529002,28.391851425170998,31.216772079468,43604.9592510648
34,,  2d 06:08:29.87,-4.500038147555,2.499656672007,1.4291200000000002,1.427822086183,1.042520605411,5.161234246977,0,0,31.200572967529002,29.304754257202,29.254959106444996,33.371265411377,29.271556854248,31.054779052734,27.893905639648,31.119575500488,43604.9964504167
35,,  2d 07:02:21.48,-4.500114442664,2.499656672007,1.4272900000000002,1.42527203545,1.0593750734729999,5.145939726576,0,0,31.070978164673,29.354549407959,29.321352005005004,33.436061859130994,29.387744903564,30.941387176514002,28.491441726685,30.941387176514002,43605.0338645602
36,,  2d 07:56:12.49,-4.499961852445,2.499656672007,1.42608,1.4280595834360001,1.041375889008,5.162320003865,0,0,30.941387176514002,28.956190109253,28.956190109253,33.938236236571996,28.906394958495998,30.277219772339002,28.209274291992003,30.277219772339002,43605.0712718287
37,,  2d 08:49:39.89,-4.499961852445,2.499656672007,1.42775,1.4229470303,1.025041193561,5.1387953828890005,0,0,30.293418884277,29.852495193481,29.686511993407997,33.500858306885,29.902290344238,30.180023193359,28.707220077515,30.244819641113,43605.1084059954
