Cycle,Cycle Type,Test Time,Current,Voltage,AH-IN,AH-OUT,WH-IN,WH-OUT,ACR,DCIR,Date
389,,  15d 08:17:51.46,-4.500038147555,2.4999618524450002,1.32876,1.330896862788,1.141050767658,4.701960082315001,0,0,43618.0895816435
390,,  15d 09:11:07.80,-4.500038147555,2.4999618524450002,1.3311899999999999,1.321134336386,1.097107891178,4.663285004523,0,0,43618.126588125
391,,  15d 10:04:58.87,-4.499961852445,2.4999618524450002,1.3196299999999999,1.324859313539,1.139111123253,4.673639283806,0,0,43618.1639959259
392,,  15d 10:59:19.24,-4.499885557336,2.4999618524450002,1.32589,1.329034381654,1.185182000423,4.68906989204,0,0,43618.201743043996
393,,  15d 11:52:54.78,-4.499885557336,2.4999618524450002,1.3301,1.329884380834,1.1077674472030001,4.69872705852,0,0,43618.23897125
394,,  15d 12:46:21.99,-4.500114442664,2.4999618524450002,1.33011,1.3237093733429999,1.110058482309,4.6710723977569995,0,0,43618.2761030671
395,,  15d 13:40:54.08,-4.499885557336,2.4999618524450002,1.32463,1.328371847775,1.146557913497,4.695150102206,0,0,43618.3139857755
396,,  15d 14:34:45.06,-4.500038147555,2.4999618524450002,1.32735,1.316896853372,1.131049812315,4.6369405874169995,0,0,43618.3513928588
397,,  15d 15:28:51.91,-4.499961852445,2.499809262226,1.31508,1.314459296486,1.151904563861,4.623746919956,0,0,43618.388983530094
398,,  15d 16:22:52.83,-4.500114442664,2.4999618524450002,1.3152700000000002,1.322296818137,1.164744390989,4.659169216944,0,0,43618.4265056481
399,,  15d 17:16:49.38,-4.500114442664,2.499809262226,1.3235700000000001,1.323571831295,1.1511683995520001,4.665769397623,0,0,43618.4639771181
400,,  15d 18:10:45.77,-4.500038147555,2.4999618524450002,1.32616,1.32697190089,1.148902830916,4.6888186504939995,0,0,43618.5014467824
401,,  15d 19:04:56.98,-4.500038147555,2.4999618524450002,1.32549,1.327459335194,1.138633703382,4.684704536043,0,0,43618.5390877315
402,,  15d 19:58:24.59,-4.499885557336,2.4999618524450002,1.32871,1.322521837375,1.1075901742479999,4.660556641978,0,0,43618.5762242477
403,,  15d 20:53:13.32,-4.500190737774,2.4999618524450002,1.3219,1.325546849602,1.1751480889200001,4.671392385264,0,0,43618.6142996181
404,,  15d 21:46:40.95,-4.499961852445,2.4999618524450002,1.3266300000000002,1.322621824677,1.1080984301649999,4.659562731089,0,0,43618.6514365046
405,,  15d 22:40:11.85,-4.500190737774,2.499809262226,1.3228700000000002,1.322359349444,1.116623418392,4.661614956617,0,0,43618.6886109954
406,,  15d 23:33:55.62,-4.499961852445,2.4999618524450002,1.3221600000000002,1.31780931495,1.131741274911,4.644190879347,0,0,43618.7259345255
407,,  16d 00:28:31.26,-4.499885557336,2.499809262226,1.3193099999999998,1.326909359953,1.144407618643,4.6890407948220005,0,0,43618.7638587037
408,,  16d 01:22:12.49,-4.499961852445,2.4999618524450002,1.3261399999999999,1.319671846369,1.120150873044,4.6392366302450005,0,0,43618.8011523843
409,,  16d 02:15:50.48,-4.500114442664,2.4999618524450002,1.3211700000000002,1.3247218395190001,1.1338983215729999,4.676117557542,0,0,43618.8384091782
410,,  16d 03:09:06.57,-4.499885557336,2.4999618524450002,1.3254199999999998,1.324421858523,1.10103476527,4.673716762264,0,0,43618.8754123843
411,,  16d 04:03:39.01,-4.500038147555,2.4999618524450002,1.3223200000000002,1.324721822593,1.139088841702,4.669850938195,0,0,43618.9132993056
412,,  16d 04:57:32.74,-4.499961852445,2.4999618524450002,1.32661,1.3261718541399998,1.116648403447,4.683071992334,0,0,43618.950738044
413,,  16d 05:51:43.45,-4.500114442664,2.4999618524450002,1.3262200000000002,1.325234382177,1.125696218624,4.678527401477,0,0,43618.9883733796
414,,  16d 06:45:07.29,-4.499809262226,2.4999618524450002,1.3239999999999998,1.3225843215170001,1.118130879273,4.662242742837,0,0,43619.0254663079
415,,  16d 07:39:26.23,-4.499961852445,2.4999618524450002,1.3245399999999998,1.3241093236700001,1.136163127351,4.671965775269,0,0,43619.063196967596
416,,  16d 08:32:48.71,-4.499961852445,2.4999618524450002,1.32494,1.324259331538,1.113847783033,4.6723078405830005,0,0,43619.1002737963
417,,  16d 09:26:41.18,-4.500114442664,2.499809262226,1.3225200000000001,1.320809320686,1.136943872366,4.647383634439,0,0,43619.1376982407
418,,  16d 10:20:55.98,-4.499961852445,2.4999618524450002,1.3209799999999998,1.32330935662,1.141751904003,4.667733683294,0,0,43619.1753809606
419,,  16d 11:14:29.08,-4.499961852445,2.4999618524450002,1.32387,1.3180093621639999,1.120018399709,4.628543941346,0,0,43619.212580787
420,,  16d 12:07:53.74,-4.499885557336,2.4999618524450002,1.3191700000000002,1.3200218819429999,1.11920199476,4.654191182374,0,0,43619.2496832986
421,,  16d 13:01:03.86,-4.499961852445,2.4999618524450002,1.3207,1.32244684279,1.102005344241,4.661765474785,0,0,43619.286617233796
422,,  16d 13:54:31.50,-4.500190737774,2.4999618524450002,1.3222200000000002,1.32470934979,1.113818156793,4.667515043749,0,0,43619.3237543171
423,,  16d 14:47:53.38,-4.499961852445,2.4999618524450002,1.32463,1.319634372325,1.10880983915,4.646761567708,0,0,43619.3608244444
424,,  16d 15:42:05.47,-4.500114442664,2.4999618524450002,1.31799,1.315809290846,1.16576118066,4.628437868291,0,0,43619.398475706
425,,  16d 16:35:28.55,-4.499961852445,2.4999618524450002,1.31782,1.3198218395469998,1.11232167383,4.647582519858,0,0,43619.435559942096
426,,  16d 17:29:52.55,-4.499809262226,2.4999618524450002,1.3181699999999998,1.322684308717,1.15669609691,4.657489477082,0,0,43619.4733488426
427,,  16d 18:23:15.76,-4.499885557336,2.499809262226,1.32524,1.322184327301,1.106330739201,4.654445176785,0,0,43619.510434525495
428,,  16d 19:16:41.51,-4.500038147555,2.4999618524450002,1.32249,1.320846876704,1.1082236926109998,4.654006734139,0,0,43619.5475493403
429,,  16d 20:11:46.47,-4.499961852445,2.499809262226,1.32113,1.323421877124,1.159850318201,4.6684143031089995,0,0,43619.5858128125
430,,  16d 21:05:04.43,-4.499885557336,2.4999618524450002,1.3215299999999999,1.314121813469,1.121989550273,4.6218219220389996,0,0,43619.6228375579
431,,  16d 21:58:25.65,-4.499885557336,2.4999618524450002,1.31599,1.319171815821,1.112305828972,4.644942374148,0,0,43619.6599000926
432,,  16d 22:52:20.85,-4.499961852445,2.4999618524450002,1.31803,1.3195843425740001,1.139525132818,4.6407031606019995,0,0,43619.6973559028
433,,  16d 23:46:05.71,-4.499885557336,2.4999618524450002,1.32004,1.31753433556,1.127107680262,4.628097521476,0,0,43619.734692094906
434,,  17d 00:40:22.81,-4.500190737774,2.4999618524450002,1.31928,1.322421849165,1.159812280981,4.663420193535,0,0,43619.7724014005
435,,  17d 01:34:26.43,-4.500190737774,2.4999618524450002,1.32184,1.3216468522859999,1.126570502903,4.660173913833,0,0,43619.8099546296
436,,  17d 02:28:02.81,-4.499961852445,2.499809262226,1.3212700000000002,1.32004686701,1.123463418082,4.644639283471,0,0,43619.8471926042
437,,  17d 03:21:53.13,-4.499885557336,2.499809262226,1.31978,1.319409324974,1.126632255115,4.6468992402569995,0,0,43619.8845920949
438,,  17d 04:16:05.09,-4.500190737774,2.4999618524450002,1.32119,1.321646837551,1.142187114748,4.658730599038,0,0,43619.9222419097
439,,  17d 05:09:31.84,-4.500038147555,2.4999618524450002,1.3198,1.318521850407,1.124339883981,4.640088825582,0,0,43619.959368287
440,,  17d 06:03:57.29,-4.499961852445,2.4999618524450002,1.31991,1.321546868606,1.138676294691,4.659769721075,0,0,43619.9971743171
441,,  17d 06:57:22.41,-4.500038147555,2.4999618524450002,1.32084,1.320421776978,1.116184745078,4.653873620814,0,0,43620.0342822569
442,,  17d 07:50:49.09,-4.500038147555,2.4999618524450002,1.3209600000000001,1.31597183509,1.115613189613,4.622896556215,0,0,43620.0714077315
443,,  17d 08:44:00.33,-4.500114442664,2.4999618524450002,1.31728,1.318909269728,1.105071014237,4.643392177921,0,0,43620.1083546991
444,,  17d 09:38:09.89,-4.499885557336,2.4999618524450002,1.3175499999999998,1.320121810212,1.165774197305,4.64316246523,0,0,43620.145977013904
445,,  17d 10:31:33.78,-4.500114442664,2.4999618524450002,1.3212700000000002,1.315634305982,1.111047777999,4.619508758559,0,0,43620.183125463
446,,  17d 11:25:42.42,-4.500038147555,2.499809262226,1.3145999999999998,1.3204468302130001,1.137921137579,4.647102719263,0,0,43620.2206815856
447,,  17d 12:19:02.33,-4.500038147555,2.4999618524450002,1.32226,1.317884292479,1.103197969912,4.634801028493,0,0,43620.2577291204
448,,  17d 13:12:27.45,-4.499885557336,2.4999618524450002,1.31808,1.317421830707,1.112826786176,4.635672567439,0,0,43620.2948366898
449,,  17d 14:06:17.79,-4.500114442664,2.4999618524450002,1.31702,1.313246806567,1.1483914427339998,4.619107954457,0,0,43620.3322363657
450,,  17d 14:59:49.69,-4.499885557336,2.4999618524450002,1.31427,1.3180343748430001,1.122109632051,4.639825482832,0,0,43620.3694224306
451,,  17d 15:53:27.97,-4.500114442664,2.4999618524450002,1.3181200000000002,1.314796811425,1.128056036886,4.627754062569,0,0,43620.4066822917
452,,  17d 16:46:57.02,-4.499885557336,2.4999618524450002,1.31536,1.31725935536,1.114325372566,4.635080199294,0,0,43620.443835625
453,,  17d 17:40:43.37,-4.499961852445,2.499809262226,1.3171,1.316096794913,1.1296797749860001,4.629164459788,0,0,43620.4811889931
454,,  17d 18:35:25.88,-4.499961852445,2.499809262226,1.31523,1.314384346778,1.160863935732,4.619426855174,0,0,43620.5191925694
455,,  17d 19:29:16.64,-4.500114442664,2.4999618524450002,1.3164600000000002,1.318046846259,1.147694414247,4.639902277708,0,0,43620.5565969444
456,,  17d 20:23:56.03,-4.500038147555,2.4999618524450002,1.31817,1.318721811379,1.153074803264,4.643390412664,0,0,43620.5945641667
457,,  17d 21:18:06.33,-4.499885557336,2.4999618524450002,1.31692,1.313196863468,1.140392028863,4.61314240882,0,0,43620.6321948032
458,,  17d 22:11:45.81,-4.499885557336,2.499809262226,1.3157599999999998,1.318221841746,1.121531241556,4.639877813328,0,0,43620.6694686458
459,,  17d 23:06:33.30,-4.499961852445,2.4999618524450002,1.31702,1.315446842313,1.149849877887,4.625086661106,0,0,43620.7075297222
460,,  18d 00:01:12.99,-4.500038147555,2.4999618524450002,1.31463,1.312109308038,1.15562066404,4.604115027153,0,0,43620.745500555604
461,,  18d 00:55:27.35,-4.500038147555,2.4999618524450002,1.31445,1.316746823936,1.187756450168,4.632093137169999,0,0,43620.7831780671
462,,  18d 01:50:00.14,-4.500038147555,2.4999618524450002,1.31764,1.318259327833,1.161112643755,4.6412314343959995,0,0,43620.8210692014
463,,  18d 02:44:42.22,-4.500190737774,2.4999618524450002,1.31839,1.318634330314,1.150993460932,4.642978300074,0,0,43620.859067361096
464,,  18d 03:39:25.30,-4.500114442664,2.4999618524450002,1.31879,1.318496851746,1.144509648405,4.642834057881,0,0,43620.8970774421
465,,  18d 04:33:10.44,-4.499961852445,2.4999618524450002,1.31665,1.3163593021070001,1.134661967312,4.631649292566999,0,0,43620.934457037
466,,  18d 05:26:55.49,-4.499885557336,2.499809262226,1.3173700000000002,1.316721796611,1.129387126691,4.6218492708120005,0,0,43620.9717550694
467,,  18d 06:20:34.72,-4.499885557336,2.4999618524450002,1.31714,1.312146817474,1.125829805158,4.607000061939,0,0,43621.0090261458
468,,  18d 07:14:15.63,-4.499961852445,2.4999618524450002,1.31248,1.312946834355,1.132043336376,4.611601973961,0,0,43621.046316759304
469,,  18d 08:09:05.80,-4.499961852445,2.4999618524450002,1.31298,1.31603430432,1.164780567118,4.630586515575,0,0,43621.0844087731
470,,  18d 09:02:53.85,-4.500114442664,2.4999618524450002,1.31541,1.311384315627,1.137618824414,4.601942106980999,0,0,43621.1217814931
471,,  18d 09:57:25.68,-4.500038147555,2.4999618524450002,1.3124600000000002,1.316596856207,1.191356531312,4.629614651871,0,0,43621.1596617245
472,,  18d 10:51:02.82,-4.499809262226,2.4999618524450002,1.31704,1.312134340729,1.12546190207,4.607488385657,0,0,43621.196908206
473,,  18d 11:46:14.53,-4.500114442664,2.4999618524450002,1.3123,1.315634331795,1.194304275935,4.628191470115,0,0,43621.2352496412
474,,  18d 12:40:41.28,-4.500114442664,2.4999618524450002,1.31631,1.315884323492,1.1402960801989999,4.629938631404,0,0,43621.273070544
475,,  18d 13:34:35.32,-4.500038147555,2.4999618524450002,1.31485,1.315259318565,1.136567183143,4.623283520472,0,0,43621.3105130787
476,,  18d 14:28:24.97,-4.500038147555,2.4999618524450002,1.31591,1.315134312217,1.129437644844,4.614933091777,0,0,43621.3479047106
477,,  18d 15:22:06.96,-4.499885557336,2.499809262226,1.3154400000000002,1.313009320899,1.124722222607,4.603931888772,0,0,43621.3852076157
478,,  18d 16:15:58.87,-4.500038147555,2.4999618524450002,1.31164,1.313846769736,1.143924296828,4.619376411609,0,0,43621.422625277795
479,,  18d 17:09:41.98,-4.500038147555,2.4999618524450002,1.3152499999999998,1.309684304963,1.129640113579,4.585362416376,0,0,43621.4599412037
480,,  18d 18:04:10.51,-4.499961852445,2.4999618524450002,1.31041,1.313259344006,1.166162616835,4.614810413234,0,0,43621.4977827315
481,,  18d 18:57:51.20,-4.500038147555,2.4999618524450002,1.3139100000000001,1.313171809485,1.142583887899,4.613831188263,0,0,43621.535070625
482,,  18d 19:51:55.66,-4.500114442664,2.499809262226,1.31114,1.309434308303,1.1501009199930001,4.5881755322130005,0,0,43621.5726336227
483,,  18d 20:46:56.29,-4.500038147555,2.4999618524450002,1.31065,1.312521852077,1.166598155105,4.611113483762,0,0,43621.6108468171
484,,  18d 21:40:38.52,-4.499885557336,2.4999618524450002,1.3113,1.309884268042,1.142670287172,4.593329484002,0,0,43621.648152442096
485,,  18d 22:35:21.55,-4.499961852445,2.4999618524450002,1.31031,1.314009310396,1.152707041085,4.61702364482,0,0,43621.6861620255
486,,  18d 23:28:53.37,-4.500114442664,2.4999618524450002,1.3158299999999998,1.3098467876170001,1.118172652544,4.594647647923,0,0,43621.7233473727
487,,  19d 00:24:01.42,-4.499961852445,2.4999618524450002,1.30761,1.311234324431,1.1891027957170002,4.595655013474,0,0,43621.7616462963
488,,  19d 01:17:38.22,-4.500038147555,2.4999618524450002,1.31326,1.305321823271,1.1253972351350001,4.570315111378,0,0,43621.7988891551
489,,  19d 02:11:56.38,-4.500114442664,2.4999618524450002,1.30603,1.312521799611,1.178907729504,4.6108402692879995,0,0,43621.8366111343
490,,  19d 03:06:30.10,-4.500114442664,2.4999618524450002,1.31231,1.311796791825,1.149946901616,4.605986301244,0,0,43621.874512338
491,,  19d 04:00:45.50,-4.499885557336,2.4999618524450002,1.31125,1.3087718007140001,1.181683504389,4.58908831,0,0,43621.9122021181
492,,  19d 04:54:44.98,-4.500114442664,2.4999618524450002,1.3092499999999998,1.310059289343,1.173777907964,4.596563726826,0,0,43621.9497073264
493,,  19d 05:49:20.51,-4.500114442664,2.499809262226,1.3095700000000001,1.308934308511,1.162508377934,4.590664855819,0,0,43621.9876298843
494,,  19d 06:44:01.94,-4.500038147555,2.499809262226,1.3083200000000001,1.3080468018440001,1.161304489299,4.5862904202240005,0,0,43622.0256207986
495,,  19d 07:38:23.25,-4.499885557336,2.4999618524450002,1.3096100000000002,1.311634308867,1.170156864174,4.605902372130001,0,0,43622.0633787616
496,,  19d 08:31:48.90,-4.500114442664,2.4999618524450002,1.30795,1.3033218341680002,1.137641749451,4.554376019427,0,0,43622.1004928472
497,,  19d 09:25:40.70,-4.499961852445,2.4999618524450002,1.30685,1.309784313283,1.141764791424,4.594905457606,0,0,43622.1379096991
498,,  19d 10:20:31.44,-4.499885557336,2.4999618524450002,1.30914,1.3075467720990002,1.165977058246,4.582792220478,0,0,43622.1760080556
499,,  19d 11:14:19.47,-4.499885557336,2.4999618524450002,1.30828,1.309684279119,1.135739079618,4.593873049422,0,0,43622.213380775494
500,,  19d 12:08:41.12,-4.499885557336,2.4999618524450002,1.30979,1.310209327328,1.165830327139,4.597672974027,0,0,43622.2511427199
501,,  19d 13:02:09.15,-4.499961852445,2.4999618524450002,1.30598,1.302209240233,1.1415802017730001,4.549570719882,0,0,43622.2882839352
502,,  19d 13:55:55.14,-4.500038147555,2.4999618524450002,1.3058800000000002,1.3068093023829999,1.132500694121,4.578141420985,0,0,43622.3256331481
503,,  19d 14:50:48.08,-4.499961852445,2.4999618524450002,1.3061499999999997,1.309334295824,1.171281145584,4.594858958480001,0,0,43622.3637573148
504,,  19d 15:45:14.44,-4.500190737774,2.4999618524450002,1.30966,1.309084317146,1.137037316696,4.5920184886049995,0,0,43622.401573831004
505,,  19d 16:39:35.00,-4.499809262226,2.4999618524450002,1.31014,1.310396792318,1.148151022895,4.598138115495,0,0,43622.439323009305
506,,  19d 17:33:19.69,-4.499961852445,2.4999618524450002,1.31055,1.309134272735,1.142092812712,4.592069589444,0,0,43622.4766572106
507,,  19d 18:27:18.29,-4.499961852445,2.4999618524450002,1.30911,1.30937182294,1.183069607452,4.593157044375,0,0,43622.5141525579
508,,  19d 19:22:12.57,-4.500114442664,2.4999618524450002,1.30801,1.3072842785799998,1.157606693934,4.581242682453,0,0,43622.5522921412
509,,  19d 20:16:02.01,-4.500038147555,2.4999618524450002,1.3084799999999999,1.308284335517,1.130425066934,4.586682501375,0,0,43622.589681331
510,,  19d 21:10:37.30,-4.499885557336,2.4999618524450002,1.30817,1.3081718431309999,1.193519419652,4.586421472492,0,0,43622.627601169
511,,  19d 22:05:39.74,-4.499809262226,2.499809262226,1.30764,1.306721791927,1.1660424179359998,4.579501613939,0,0,43622.665835243104
512,,  19d 22:59:22.38,-4.500038147555,2.4999618524450002,1.30761,1.30722176565,1.121916371078,4.580502656235,0,0,43622.7031459375
513,,  19d 23:54:58.74,-4.499885557336,2.4999618524450002,1.30725,1.3095342490639998,1.1917436580679999,4.5963374558679995,0,0,43622.7417722222
514,,  20d 00:49:48.61,-4.500190737774,2.499809262226,1.30977,1.30945926668,1.152164375663,4.594253387077,0,0,43622.7798609954
515,,  20d 01:44:43.20,-4.500114442664,2.4999618524450002,1.30974,1.309259282352,1.153128093241,4.593019318083,0,0,43622.8180042014
516,,  20d 02:38:52.07,-4.500190737774,2.499809262226,1.3072899999999998,1.305484255969,1.143457065485,4.567447289505,0,0,43622.8556183681
517,,  20d 03:33:45.70,-4.500114442664,2.4999618524450002,1.3076299999999998,1.308196777502,1.1612552570119998,4.587195973231,0,0,43622.893750544
518,,  20d 04:28:32.25,-4.499809262226,2.4999618524450002,1.3060299999999998,1.302996751809,1.1499630928309998,4.558390306443,0,0,43622.931800787
519,,  20d 05:24:36.45,-4.500038147555,2.4999618524450002,1.30322,1.306859264508,1.203438240758,4.575432796648,0,0,43622.9707497454
520,,  20d 06:18:51.16,-4.500038147555,2.4999618524450002,1.30825,1.308221767771,1.142465820452,4.585170139830001,0,0,43623.0084310185
521,,  20d 07:13:05.13,-4.500114442664,2.499809262226,1.3085,1.3082967664210001,1.140859528931,4.584400011995,0,0,43623.046104155095
522,,  20d 08:07:18.15,-4.500114442664,2.4999618524450002,1.3085,1.307509262949,1.1420965784550001,4.577870233866,0,0,43623.0837662616
523,,  20d 09:01:37.87,-4.500190737774,2.4999618524450002,1.30736,1.304009276349,1.1475700769869999,4.557462471285,0,0,43623.121505960604
524,,  20d 09:56:40.07,-4.499961852445,2.4999618524450002,1.30539,1.3069967895899999,1.186892253695,4.580704711245,0,0,43623.1597370602
525,,  20d 10:51:51.74,-4.500114442664,2.4999618524450002,1.3055299999999999,1.30223425391,1.170858122676,4.551229250946,0,0,43623.1980781366
526,,  20d 11:46:10.81,-4.500114442664,2.4999618524450002,1.3034400000000002,1.303971741792,1.1469861499410001,4.563758082399,0,0,43623.235810046295
527,,  20d 12:40:53.41,-4.4997329671170005,2.4999618524450002,1.30367,1.301184291822,1.1800449555399999,4.550971076545,0,0,43623.2738147107
528,,  20d 13:35:10.14,-4.500114442664,2.4999618524450002,1.3017299999999998,1.303784307711,1.1448375588920001,4.562560676387,0,0,43623.3115195023
529,,  20d 14:30:00.30,-4.499809262226,2.4999618524450002,1.3022999999999998,1.304834255597,1.186420902139,4.569504240483,0,0,43623.349611527796
530,,  20d 15:24:49.89,-4.499809262226,2.4999618524450002,1.30584,1.305484285798,1.155109717231,4.561087838284999,0,0,43623.3876968981
531,,  20d 16:19:03.65,-4.500038147555,2.4999618524450002,1.30627,1.304296753537,1.1439566145909998,4.557403629371,0,0,43623.4253676852
532,,  20d 17:13:17.53,-4.499885557336,2.4999618524450002,1.3045099999999998,1.300009274613,1.1494635638700001,4.546301830625,0,0,43623.4630395486
533,,  20d 18:07:24.42,-4.499809262226,2.4999618524450002,1.3003199999999997,1.301109251699,1.145529717456,4.553401009237,0,0,43623.5006307639
534,,  20d 19:01:35.91,-4.500114442664,2.499809262226,1.3014,1.303584288338,1.148182266237,4.56140075738,0,0,43623.538275138904
535,,  20d 19:56:45.70,-4.500038147555,2.4999618524450002,1.30387,1.305096780852,1.197384809155,4.5703457733490005,0,0,43623.5765941435
536,,  20d 20:50:59.26,-4.500038147555,2.4999618524450002,1.3057500000000002,1.303821756879,1.152084536606,4.564067332916,0,0,43623.614262581
537,,  20d 21:47:16.53,-4.500038147555,2.4999618524450002,1.3031799999999998,1.306509277703,1.195084739429,4.580049758094,0,0,43623.6533625579
538,,  20d 22:42:01.27,-4.500038147555,2.4999618524450002,1.3065300000000002,1.305209242342,1.150903218103,4.571823487843,0,0,43623.6913920023
539,,  20d 23:36:59.03,-4.500114442664,2.4999618524450002,1.30623,1.3052967812510001,1.158738878791,4.571533132509,0,0,43623.7295719213
540,,  21d 00:31:54.22,-4.500114442664,2.4999618524450002,1.30429,1.301984305109,1.163891875568,4.546855922549,0,0,43623.7677218171
541,,  21d 01:25:58.86,-4.499885557336,2.4999618524450002,1.30259,1.300759271217,1.143456447227,4.5457905283499995,0,0,43623.8052869792
542,,  21d 02:21:29.21,-4.500038147555,2.4999618524450002,1.2982799999999999,1.298171730697,1.2366441486239999,4.5292407950080005,0,0,43623.8438441782
543,,  21d 03:15:51.70,-4.499961852445,2.4999618524450002,1.30123,1.3021967677050001,1.19746201213,4.555158500217,0,0,43623.881615706
544,,  21d 04:10:49.92,-4.500190737774,2.4999618524450002,1.30045,1.302184285561,1.179655492627,4.54409382497,0,0,43623.9198010532
545,,  21d 05:04:57.03,-4.500114442664,2.4999618524450002,1.3031,1.297671772582,1.148172286334,4.527912779619,0,0,43623.9573948495
546,,  21d 05:58:55.03,-4.499961852445,2.4999618524450002,1.29872,1.3013842748970001,1.151314975752,4.550935895372,0,0,43623.994882963
547,,  21d 06:53:27.57,-4.500114442664,2.4999618524450002,1.30106,1.30042178095,1.191892678359,4.5448501614120005,0,0,43624.032770787
548,,  21d 07:47:40.17,-4.499961852445,2.4999618524450002,1.30064,1.2996717682799999,1.161291484991,4.540427285043,0,0,43624.070428009305
549,,  21d 08:43:33.66,-4.500114442664,2.4999618524450002,1.2973299999999999,1.2953217638160002,1.20840690544,4.514881021341,0,0,43624.1092530787
550,,  21d 09:37:39.94,-4.499961852445,2.4999618524450002,1.2982799999999999,1.3000592538040001,1.146845908593,4.5426838335,0,0,43624.146837048596
551,,  21d 10:33:38.42,-4.499885557336,2.4999618524450002,1.29741,1.295596741074,1.186668379368,4.512336218621,0,0,43624.1857199306
552,,  21d 11:29:19.93,-4.499885557336,2.4999618524450002,1.29679,1.296909272023,1.2079486075130001,4.524083328787,0,0,43624.224406088
553,,  21d 12:23:21.42,-4.500038147555,2.4999618524450002,1.29869,1.300121763079,1.141349548125,4.54169259882,0,0,43624.2619348958
554,,  21d 13:18:20.92,-4.500114442664,2.4999618524450002,1.2984,1.298709231948,1.197450184179,4.525710328799,0,0,43624.300134710604
555,,  21d 14:12:46.60,-4.499885557336,2.4999618524450002,1.29838,1.2923592298,1.1594262703,4.5035220815270005,0,0,43624.3379433218
556,,  21d 15:07:29.35,-4.500038147555,2.499809262226,1.29423,1.299896729709,1.209373369299,4.541563916945,0,0,43624.375949606496
557,,  21d 16:02:12.01,-4.500038147555,2.4999618524450002,1.3002,1.299809225213,1.1804737140100001,4.540821571412,0,0,43624.4139548148
558,,  21d 16:57:31.36,-4.500038147555,2.499809262226,1.2990899999999999,1.298421755775,1.1759562583779999,4.533462201721,0,0,43624.4523846875
559,,  21d 17:52:34.32,-4.499961852445,2.4999618524450002,1.29647,1.294409251946,1.204378360834,4.501838985413,0,0,43624.4906246528
560,,  21d 18:47:42.18,-4.500190737774,2.4999618524450002,1.2973700000000001,1.300796758847,1.1891349032960001,4.5466091247180005,0,0,43624.528921412
561,,  21d 19:43:02.01,-4.499961852445,2.4999618524450002,1.30084,1.300784257122,1.1706579724850001,4.546958433395,0,0,43624.567356713
562,,  21d 20:37:23.00,-4.500038147555,2.4999618524450002,1.29874,1.2954467859029999,1.158470755827,4.515983858609,0,0,43624.6051112384
563,,  21d 21:32:49.48,-4.499961852445,2.4999618524450002,1.2967799999999998,1.296646744228,1.1992527688230001,4.522589268168,0,0,43624.6436234144
564,,  21d 22:27:12.28,-4.500038147555,2.4999618524450002,1.29744,1.298671743119,1.156774887058,4.533627240225,0,0,43624.681398634304
565,,  21d 23:21:49.82,-4.500038147555,2.4999618524450002,1.29881,1.297909274429,1.17567168855,4.530702529732,0,0,43624.7193444213
566,,  22d 00:16:01.38,-4.500114442664,2.4999618524450002,1.29831,1.294696771399,1.1474156928669998,4.518962565604,0,0,43624.7569895255
567,,  22d 01:10:16.55,-4.500114442664,2.4999618524450002,1.2943,1.296621690266,1.1514062424940001,4.5221778032,0,0,43624.7946767708
568,,  22d 02:04:41.36,-4.500038147555,2.499656672007,1.2973599999999998,1.2976592006630001,1.153225641838,4.528654727417,0,0,43624.8324750694
569,,  22d 02:59:14.27,-4.499961852445,2.4999618524450002,1.29751,1.2962967624719999,1.159684343125,4.520135634552,0,0,43624.8703675926
570,,  22d 03:54:13.98,-4.500190737774,2.499809262226,1.29744,1.299296760623,1.222412931852,4.537606948515,0,0,43624.9085699421
571,,  22d 04:48:44.49,-4.500114442664,2.4999618524450002,1.2946799999999998,1.290184203751,1.168460732792,4.48446688522,0,0,43624.946434537
572,,  22d 05:43:27.44,-4.499961852445,2.4999618524450002,1.29419,1.298984248611,1.161629282811,4.529575503227,0,0,43624.9844430787
573,,  22d 06:38:17.07,-4.500114442664,2.4999618524450002,1.29936,1.298684223123,1.160916878718,4.525022252764001,0,0,43625.022528761605
574,,  22d 07:33:06.39,-4.500190737774,2.4999618524450002,1.2988899999999999,1.298759248451,1.166327562621,4.529732883724,0,0,43625.0606110185
575,,  22d 08:28:02.23,-4.499961852445,2.4999618524450002,1.29882,1.288571735807,1.169434289532,4.481561773563,0,0,43625.0987686921
576,,  22d 09:24:00.15,-4.499961852445,2.4999618524450002,1.29016,1.297959247473,1.225180517984,4.531002633744,0,0,43625.1376449421
577,,  22d 10:20:08.23,-4.500114442664,2.4999618524450002,1.29683,1.29844670299,1.201636021939,4.524116901098,0,0,43625.17663875
578,,  22d 11:15:09.92,-4.499961852445,2.4999618524450002,1.29966,1.293296721486,1.166576848344,4.491322346548,0,0,43625.2148640625
579,,  22d 12:12:23.71,-4.500114442664,2.4999618524450002,1.29306,1.29827174183,1.215389344622,4.532168773433,0,0,43625.2546184144
580,,  22d 13:07:39.55,-4.499885557336,2.4999618524450002,1.29904,1.298659308953,1.177951270687,4.531171918633,0,0,43625.2930075926
581,,  22d 14:02:48.06,-4.500114442664,2.4999618524450002,1.29906,1.295234223594,1.1753695357410001,4.505917925917999,0,0,43625.3313119444
