Cycle,Cycle Type,Test Time,Current,Voltage,AH-IN,AH-OUT,WH-IN,WH-OUT,ACR,DCIR,T1_Start,T1_End,T1_Min,T1_Max,T1_Start.1,T1_End.1,T1_Min.1,T1_Max.1,Date
0,,  0d 23:15:45.33,-0.7499809262226291,2.4999618524450002,1.4629800000000002,1.457147081878,0.250518184833,5.427788276193,0,0,28.511550903320003,27.447441101074,27.297801971436,28.528179168701,27.464069366455004,28.278779983520998,27.331052780151,28.278779983520998,43623.4093973611
1,,  1d 00:12:23.81,-4.500038147555,2.499656672007,1.45642,1.394184385612,1.228850376407,5.015918441893,0,0,28.395166397095,27.530576705932997,27.513948440552,32.182193756104,27.497320175170998,34.746067047119006,27.497320175170998,34.746067047119006,43623.4487243171
2,,  1d 01:07:43.89,-4.499809262226,2.499504081788,1.39644,1.3958343855120001,1.206240303798,5.02446668023,0,0,35.038154602051,27.580455780029002,27.580455780029002,35.216648101806996,27.580455780029002,34.810974121094,27.580455780029002,34.810974121094,43623.4871626968
3,,  1d 02:03:11.92,-4.499885557336,2.499656672007,1.39762,1.398671942333,1.201507494946,5.036531733136,0,0,35.054378509521,27.912992477417003,27.896364212035998,35.265331268311,27.912992477417003,35.135517120361,27.879735946655,35.135517120361,43623.5256927662
4,,  1d 02:58:30.13,-4.499961852445,2.499656672007,1.3993799999999998,1.399121924483,1.194675324876,5.037912676944,0,0,35.395149230956996,27.663589477539002,27.663589477539002,35.460056304931996,27.646963119507,34.843425750732,27.646963119507,34.843425750732,43623.5641094444
5,,  1d 03:53:48.45,-4.499885557336,2.4999618524450002,1.4000299999999999,1.398946930962,1.198541290849,5.038171694513999,0,0,35.151741027831996,27.746723175049,27.730096817017003,35.297786712646,27.713468551635998,34.810974121094,27.713468551635998,34.810974121094,43623.6025271991
6,,  1d 04:48:56.54,-4.499961852445,2.4999618524450002,1.39945,1.3987844084169998,1.184732433852,5.037044874826,0,0,35.103061676025,27.59708404541,27.59708404541,35.24910736084,27.547201156616,34.762294769287,27.530576705932997,34.762294769287,43623.6408264931
7,,  1d 05:44:00.28,-4.500190737774,2.499809262226,1.3995,1.400009393245,1.184026824859,5.041258559041,0,0,35.070606231689,27.59708404541,27.59708404541,35.24910736084,27.580455780029002,34.989471435546996,27.580455780029002,34.989471435546996,43623.6790754977
8,,  1d 06:38:58.78,-4.500190737774,2.499809262226,1.4006399999999999,1.400209425449,1.180275406377,5.042895111944,0,0,35.265331268311,27.680215835570998,27.680215835570998,35.395149230956996,27.696844100952,34.843425750732,27.663589477539002,34.843425750732,43623.717264097206
9,,  1d 07:33:55.04,-4.500343327993,2.4999618524450002,1.4006599999999998,1.40047192567,1.175865385306,5.0438306280809995,0,0,35.151741027831996,27.59708404541,27.563829421997,35.265331268311,27.580455780029002,34.957015991211,27.563829421997,34.957015991211,43623.7554264815
10,,  1d 08:28:43.06,-4.500038147555,2.499809262226,1.40104,1.399796917013,1.180675227377,5.041362140859,0,0,35.24910736084,27.59708404541,27.59708404541,35.395149230956996,27.59708404541,34.778522491455,27.547201156616,34.778522491455,43623.7934935417
11,,  1d 09:23:30.56,-4.499961852445,2.499809262226,1.4002800000000002,1.399959435379,1.177410829112,5.041791654352,0,0,35.086833953857,27.580455780029002,27.563829421997,35.232879638671996,27.59708404541,34.794746398926,27.563829421997,34.794746398926,43623.8315546296
12,,  1d 10:18:16.08,-4.500038147555,2.499809262226,1.40052,1.400021938935,1.170696723012,5.042068328508,0,0,35.054378509521,27.613708496094,27.59708404541,35.200424194336,27.59708404541,34.794746398926,27.580455780029002,34.794746398926,43623.8695927546
13,,  1d 11:13:02.49,-4.499885557336,2.499809262226,1.40049,1.39985941279,1.1717792500370001,5.04119139777,0,0,35.086833953857,27.646963119507,27.630336761475,35.200424194336,27.613708496094,34.827201843262,27.613708496094,34.827201843262,43623.907641365695
14,,  1d 12:07:43.02,-4.499885557336,2.499809262226,1.4003599999999998,1.399671968912,1.168404016617,5.040459916543,0,0,35.119289398193004,27.630336761475,27.613708496094,35.297786712646,27.613708496094,34.778522491455,27.613708496094,34.778522491455,43623.9456219676
15,,  1d 13:02:21.56,-4.500190737774,2.499504081788,1.4001100000000002,1.399934442053,1.1693062446490001,5.041552201412,0,0,35.021926879883,27.663589477539002,27.646963119507,35.16796875,27.663589477539002,34.794746398926,27.646963119507,34.794746398926,43623.9835791204
16,,  1d 13:56:57.14,-4.500114442664,2.4999618524450002,1.40032,1.399521921342,1.164105103089,5.039819916471,0,0,35.086833953857,27.630336761475,27.630336761475,35.216648101806996,27.630336761475,34.794746398926,27.59708404541,34.794746398926,43624.0215023958
17,,  1d 14:51:31.84,-4.500190737774,2.4999618524450002,1.40012,1.3998094167019999,1.164296306662,5.040751591887,0,0,35.070606231689,27.613708496094,27.613708496094,35.216648101806996,27.59708404541,34.859657287598,27.59708404541,34.859657287598,43624.059415358795
18,,  1d 15:46:06.80,-4.499809262226,2.499656672007,1.40034,1.3998094168239998,1.162281007172,5.040767726019,0,0,35.135517120361,27.613708496094,27.59708404541,35.314010620117,27.59708404541,34.762294769287,27.580455780029002,34.762294769287,43624.097331400495
19,,  1d 16:40:36.47,-4.499809262226,2.499504081788,1.40014,1.3993844260589998,1.159130230573,5.039021498875,0,0,35.038154602051,27.646963119507,27.646963119507,35.184196472168004,27.630336761475,34.794746398926,27.630336761475,34.794746398926,43624.135185949104
20,,  1d 17:35:04.61,-4.500190737774,2.499809262226,1.39973,1.399634434567,1.157802128901,5.039602475295,0,0,35.054378509521,27.580455780029002,27.580455780029002,35.24910736084,27.59708404541,34.859657287598,27.580455780029002,34.859657287598,43624.1730229514
21,,  1d 18:29:29.53,-4.499809262226,2.499656672007,1.40006,1.3993719273179999,1.156798988946,5.038602632777,0,0,35.16796875,27.680215835570998,27.680215835570998,35.314010620117,27.680215835570998,34.794746398926,27.663589477539002,34.794746398926,43624.2108228125
22,,  1d 19:23:53.69,-4.499961852445,2.4999618524450002,1.39984,1.398909450234,1.155903578872,5.037061959264,0,0,35.086833953857,27.663589477539002,27.646963119507,35.216648101806996,27.646963119507,34.810974121094,27.646963119507,34.810974121094,43624.2486138773
23,,  1d 20:18:15.66,-4.499961852445,2.499809262226,1.3992300000000002,1.3988218960249998,1.15309466232,5.036481073807,0,0,35.054378509521,27.59708404541,27.59708404541,35.216648101806996,27.580455780029002,34.810974121094,27.580455780029002,34.810974121094,43624.2863794444
24,,  1d 21:12:35.19,-4.500038147555,2.4999618524450002,1.39925,1.3986844186719998,1.150749306109,5.035881489907,0,0,35.086833953857,27.59708404541,27.580455780029002,35.265331268311,27.580455780029002,34.794746398926,27.580455780029002,34.794746398926,43624.3241167824
25,,  1d 22:06:54.49,-4.499961852445,2.499656672007,1.3990999999999998,1.398634431162,1.1503082555689998,5.0358674419080005,0,0,35.070606231689,27.630336761475,27.630336761475,35.265331268311,27.613708496094,34.778522491455,27.613708496094,34.778522491455,43624.361851412
26,,  1d 23:01:12.24,-4.500038147555,2.499656672007,1.39906,1.398671900785,1.148711613632,5.0358509464450005,0,0,35.038154602051,27.630336761475,27.630336761475,35.200424194336,27.613708496094,34.810974121094,27.613708496094,34.810974121094,43624.3995683218
27,,  1d 23:55:30.41,-4.499961852445,2.499809262226,1.39907,1.3986344495249998,1.148763598053,5.03538852563,0,0,35.119289398193004,27.663589477539002,27.646963119507,35.265331268311,27.646963119507,34.892108917236,27.630336761475,34.892108917236,43624.4372899306
28,,  2d 00:49:46.42,-4.500114442664,2.499809262226,1.39901,1.398221930553,1.1455755526340001,5.0338469148769995,0,0,35.200424194336,27.613708496094,27.613708496094,35.314010620117,27.646963119507,34.924564361571996,27.630336761475,34.924564361571996,43624.4749864005
29,,  2d 01:44:02.27,-4.499809262226,2.499656672007,1.3986399999999999,1.3982219484810001,1.146089035204,5.033537908405,0,0,35.216648101806996,27.696844100952,27.680215835570998,35.362693786621,27.713468551635998,34.859657287598,27.713468551635998,34.859657287598,43624.51268125
30,,  2d 02:38:14.18,-4.500038147555,2.4999618524450002,1.3984899999999998,1.397984446216,1.146031917573,5.032740687823,0,0,35.135517120361,27.646963119507,27.613708496094,35.314010620117,27.613708496094,34.892108917236,27.59708404541,34.892108917236,43624.5503306944
31,,  2d 03:32:24.33,-4.4997329671170005,2.4999618524450002,1.3984099999999997,1.398059416469,1.141262064905,5.032715712422999,0,0,35.135517120361,27.713468551635998,27.680215835570998,35.265331268311,27.696844100952,34.924564361571996,27.696844100952,34.924564361571996,43624.5879593403
32,,  2d 04:26:34.01,-4.500038147555,2.499809262226,1.3984299999999998,1.3975594263609998,1.141973345142,5.0309679854030005,0,0,35.16796875,27.680215835570998,27.680215835570998,35.265331268311,27.713468551635998,34.875885009766,27.696844100952,34.875885009766,43624.625582731496
33,,  2d 05:20:42.42,-4.500038147555,2.499809262226,1.39796,1.397371902694,1.139752618788,5.030132336623,0,0,35.135517120361,27.680215835570998,27.646963119507,35.265331268311,27.663589477539002,34.859657287598,27.630336761475,34.859657287598,43624.6631911227
34,,  2d 06:14:49.77,-4.499809262226,2.4999618524450002,1.39762,1.397434419518,1.1397760046349998,5.029362803734,0,0,35.135517120361,27.630336761475,27.630336761475,35.314010620117,27.613708496094,34.957015991211,27.613708496094,34.957015991211,43624.7007877431
35,,  2d 07:08:55.93,-4.500114442664,2.499809262226,1.39784,1.396671913644,1.139989171082,5.02717067515,0,0,35.232879638671996,27.680215835570998,27.680215835570998,35.346466064453004,27.696844100952,34.94079208374,27.696844100952,34.94079208374,43624.7383704514
36,,  2d 08:03:04.70,-4.500038147555,2.499656672007,1.39714,1.3970094339469998,1.136800212637,5.028367188739,0,0,35.265331268311,27.763349533081,27.763349533081,35.378921508789,27.779975891113,34.957015991211,27.730096817017003,34.957015991211,43624.7759831713
37,,  2d 08:57:07.20,-4.499961852445,2.4999618524450002,1.3974,1.3970719143349999,1.135130295863,5.02913228478,0,0,35.24910736084,27.829856872559,27.796604156494002,35.395149230956996,27.779975891113,34.989471435546996,27.779975891113,34.989471435546996,43624.8135235648
38,,  2d 09:51:09.76,-4.500038147555,2.4999618524450002,1.39732,1.39617191741,1.135013371107,5.025517388575,0,0,35.265331268311,27.813228607178,27.796604156494002,35.411376953125,27.846483230591,35.038154602051,27.813228607178,35.038154602051,43624.8510646644
39,,  2d 10:45:11.74,-4.499809262226,2.4999618524450002,1.39651,1.396371913957,1.135279029858,5.025285699692001,0,0,35.24910736084,27.696844100952,27.696844100952,35.395149230956996,27.680215835570998,34.989471435546996,27.680215835570998,34.989471435546996,43624.8885987269
40,,  2d 11:39:14.39,-4.5002670328829995,2.4999618524450002,1.3967100000000001,1.395809437949,1.1349652469,5.0231073180629995,0,0,35.281558990479,27.730096817017003,27.730096817017003,35.427600860596,27.713468551635998,35.005699157715,27.713468551635998,35.005699157715,43624.926140474505
41,,  2d 12:33:15.74,-4.500038147555,2.499809262226,1.39617,1.395346941253,1.134049539647,5.02145047341,0,0,35.281558990479,27.663589477539002,27.663589477539002,35.395149230956996,27.646963119507,34.908336639404,27.646963119507,34.908336639404,43624.9636675463
42,,  2d 13:27:16.88,-4.499885557336,2.4999618524450002,1.39562,1.395196910427,1.135947173741,5.020625904517,0,0,35.200424194336,27.730096817017003,27.730096817017003,35.346466064453004,27.713468551635998,34.973243713379,27.713468551635998,34.973243713379,43625.0011921991
43,,  2d 14:21:17.39,-4.500114442664,2.499809262226,1.39564,1.394946911018,1.133816602681,5.019729473984,0,0,35.216648101806996,27.813228607178,27.746723175049,35.378921508789,27.796604156494002,34.908336639404,27.796604156494002,34.908336639404,43625.0387092477
