Cycle,Cycle Type,Test Time,Current,Voltage,AH-IN,AH-OUT,WH-IN,WH-OUT,ACR,DCIR,T1_Start,T1_End,T1_Min,T1_Max,T1_Start.1,T1_End.1,T1_Min.1,T1_Max.1,Date
0,,  0d 23:20:47.55,-0.749828336003662,2.4999618524450002,1.47098,1.4660924797260002,0.222497300189,5.466796745487,0,0,27.814067840576,27.697025299072,27.312452316284,28.115039825439,27.663583755493,28.716979980469,27.295730590820003,28.716979980469,43603.7125254977
1,,  1d 00:16:39.36,-4.500190737774,2.499809262226,1.4672500000000002,1.416759464244,1.132123432655,5.117896697198,0,0,28.750421524048,28.181922912598,28.181922912598,30.559192657470998,28.198640823364002,32.256332397461,28.048156738281,32.354244232178004,43603.751331215295
2,,  1d 01:11:05.95,-4.499885557336,2.4999618524450002,1.41905,1.41822196208,1.088865193379,5.1248365260640005,0,0,32.240013122559,29.001232147217003,28.984510421753,34.589897155762,28.967788696289002,31.097705841064,27.79734992981,31.097705841064,43603.7891501273
3,,  1d 02:05:11.01,-4.499885557336,2.499809262226,1.41928,1.41270946042,1.082956184941,5.100235583503,0,0,31.097705841064,30.265455245972,30.200180053710998,34.540939331055,30.232818603516,28.098318099976,28.081600189209,30.232818603516,43603.8267201736
4,,  1d 02:58:58.30,-4.500114442664,2.499809262226,1.41424,1.418184474542,1.077501017167,5.125300478192,0,0,28.115039825439,30.265455245972,27.964553833007997,34.41039276123,30.314411163329996,28.566495895385998,28.566495895385998,30.314411163329996,43603.864084571804
5,,  1d 03:52:46.48,-4.499809262226,2.499656672007,1.41916,1.418734511257,1.069591963218,5.127466994355,0,0,28.549774169922,30.918201446532997,27.880952835082997,34.540939331055,30.885564804077,30.216499328613,30.118587493895998,30.885564804077,43603.9014591088
6,,  1d 04:47:12.00,-4.499961852445,2.499504081788,1.4193099999999998,1.41964698478,1.0919230865029999,5.1313892367500005,0,0,30.232818603516,33.023303985596,27.947832107544,33.023303985596,33.039623260498,30.510236740112,30.461278915405,34.818355560303004,43603.9392659722
7,,  1d 05:41:21.37,-4.499885557336,2.499656672007,1.42041,1.420646991819,1.079139786209,5.13576056624,0,0,30.444959640503,31.685178756714002,27.914392471313,31.685178756714002,31.701494216919,30.444959640503,30.444959640503,34.655166625977,43603.9768856597
8,,  1d 06:35:19.91,-4.499961852445,2.499809262226,1.42129,1.420559510158,1.073591835418,5.135085490125,0,0,30.461278915405,28.248804092407,27.880952835082997,30.493915557860998,28.298965454102,33.398632049561,28.298965454102,34.377750396729,43604.0143802894
9,,  1d 07:29:13.02,-4.500038147555,2.499656672007,1.4210600000000002,1.4199219754069998,1.069960371727,5.132336904017,0,0,33.300720214844,28.265525817870998,28.248804092407,33.300720214844,28.248804092407,31.929958343505998,27.79734992981,31.962594985962,43604.051811794
