Res_Real	Res_Imag	Fit_Real	Fit_Imag	freq	Data_Real	Data_Imag
0.533960212	1.126528622	0.046755389	-0.033992135	0.0031623	0.047063363	-0.033342383
-0.550843968	-0.366764275	0.045276462	-0.029779783	0.0039811	0.044978712	-0.029978032
-0.800236607	-0.340130277	0.043298624	-0.026375571	0.0050119	0.042894943	-0.02654715
-0.484247932	0.012159911	0.04106189	-0.023334299	0.0063096	0.040834157	-0.02332858
-0.056942847	-0.024164414	0.038888544	-0.020466738	0.0079433	0.03886353	-0.020477353
0.117069279	-0.305919354	0.036995184	-0.017818743	0.01	0.037043371	-0.017944662
-0.010677963	-0.453286791	0.03539703	-0.015501285	0.012589	0.035392897	-0.01567675
-0.171047411	-0.331715913	0.03398802	-0.013527462	0.015849	0.033925471	-0.013648764
-0.120813759	-0.118538253	0.032695969	-0.011802965	0.019953	0.032654003	-0.01184414
0.056221053	-0.053488338	0.031544952	-0.010233891	0.025119	0.03156361	-0.010251642
0.167915187	-0.163480911	0.030590048	-0.008809935	0.031623	0.030643612	-0.008862084
0.114107015	-0.259068256	0.029829686	-0.007577545	0.039811	0.029864866	-0.007657419
0.001354253	-0.21609917	0.029198465	-0.006557159	0.050119	0.02919887	-0.006621859
-0.001858188	-0.086800554	0.02863139	-0.005709209	0.063096	0.028630847	-0.005734554
0.088199075	-0.009598655	0.028112904	-0.004973334	0.079433	0.028138106	-0.004976077
0.157344886	-0.04391708	0.027662307	-0.004319967	0.1	0.027706432	-0.004332282
0.114127475	-0.119354705	0.027288509	-0.003755671	0.12589	0.027319987	-0.003788591
0.059182215	-0.097222909	0.026971337	-0.003289107	0.15849	0.026987429	-0.003315542
0.05051187	-0.028273812	0.026682702	-0.002906407	0.19953	0.026696267	-0.002914
0.072178252	0.027973795	0.026412753	-0.002579846	0.25119	0.026431921	-0.002572417
0.124954586	0.031781125	0.026170796	-0.002292238	0.31623	0.026203663	-0.002283878
0.127298053	0.007773883	0.025965859	-0.002046094	0.39811	0.025999057	-0.002044067
0.090241339	0.019248427	0.025792373	-0.001851152	0.50119	0.025815729	-0.00184617
0.046780153	0.063341862	0.025634411	-0.001708924	0.63096	0.025646435	-0.001692644
0.018818565	0.171711754	0.025478656	-0.001610125	0.79433	0.025483461	-0.001566284
0.0635897	0.252671416	0.025320969	-0.001543001	1	0.025337108	-0.001478872
-0.181463597	0.061263738	0.025163049	-0.001500907	1.2589	0.02511739	-0.001485492
-0.148010582	0.04043121	0.025006198	-0.001482914	1.5849	0.024969177	-0.001472801
-0.162104308	0.004164094	0.02484884	-0.001490438	1.9953	0.024808552	-0.001489403
-0.080875432	-0.027571893	0.024687199	-0.001524824	2.5119	0.02466721	-0.001531638
-0.155010842	-0.045715154	0.024516075	-0.001587092	3.1623	0.024478051	-0.001598306
-0.054866443	-0.077396862	0.024328419	-0.00167747	3.9811	0.024315046	-0.001696335
-0.123948477	-0.085726742	0.024115363	-0.001793351	5.0119	0.024085425	-0.001814057
-0.096382178	-0.100071436	0.02386888	-0.001927563	6.3096	0.02384582	-0.001951505
-0.123963079	-0.108197106	0.023585424	-0.002069918	7.9433	0.023556108	-0.002095505
0.009156883	-0.161978572	0.023266453	-0.002211589	10	0.023268594	-0.002249454
-0.129786738	-0.172978433	0.022914523	-0.002347475	12.589	0.02288466	-0.002387276
0.069509528	-0.166308234	0.022529465	-0.002473058	15.849	0.022545233	-0.002510784
-0.061370132	-0.065008134	0.02211122	-0.002579145	19.953	0.022097566	-0.002593609
-0.008309496	-0.231176222	0.021666951	-0.002652871	25.119	0.021665136	-0.002703344
0.036978526	-0.144547114	0.021213903	-0.002686843	31.623	0.021221815	-0.002717769
0.077699559	-0.124026803	0.020771399	-0.002687695	39.811	0.020787688	-0.002713696
0.075006141	-0.122864676	0.020347328	-0.002672783	50.119	0.020362735	-0.002698021
0.056278977	-0.096434308	0.019934073	-0.00265594	63.096	0.019945398	-0.002675346
0.051751039	-0.047778017	0.019518974	-0.002636736	79.433	0.019529173	-0.002646152
0.09672201	-0.016150129	0.019098205	-0.002604365	100	0.019116866	-0.002607481
0.131944398	-0.026995162	0.018679455	-0.002550751	125.89	0.018704364	-0.002555847
-0.199735669	-0.026546709	0.018272041	-0.00247777	158.49	0.018235283	-0.002482655
0.124205713	-0.091301435	0.017877735	-0.002391993	199.53	0.017900168	-0.002408484
0.078864715	-0.065466544	0.017491376	-0.002294893	251.19	0.017505301	-0.002306452
0.060692191	-0.010277166	0.017109112	-0.002179902	316.23	0.017119586	-0.002181675
0.085976262	0.021691945	0.016734041	-0.002037986	398.11	0.016748547	-0.002034326
0.020160891	0.037338179	0.016373775	-0.001863903	501.19	0.016377098	-0.001857749
-0.008124116	0.024140008	0.016034828	-0.00165674	630.96	0.016033518	-0.001652849
-0.004750878	0.00899746	0.015720157	-0.001415966	794.33	0.015719407	-0.001414546
0.007295193	0.004852462	0.015430993	-0.001138252	1000	0.015432122	-0.001137501
0.009480928	-0.003532643	0.015169585	-0.000817665	1258.9	0.015171025	-0.000818202
0.002028462	2.59448E-05	0.014939637	-0.000447462	1584.9	0.01493994	-0.000447458
-0.007354245	0.010945108	0.014744928	-2.13358E-05	1995.3	0.014743843	-1.9722E-05
