Res_Real	Res_Imag	Fit_Real	Fit_Imag	freq	Data_Real	Data_Imag
0.536760423	0.496987086	0.070140387	-0.025374176	0.0031623	0.070542108	-0.025002222
-0.394265696	0.088464813	0.068934464	-0.022722725	0.0039811	0.06864944	-0.022658771
-0.643823936	0.090171487	0.067234333	-0.02061815	0.0050119	0.066784453	-0.020555142
-0.449809661	0.056903008	0.06526936	-0.01869284	0.0063096	0.064965332	-0.018654379
-0.217937921	-0.140419751	0.063333488	-0.016823177	0.0079433	0.063190923	-0.016915033
-0.184591682	-0.353130175	0.061597987	-0.015086151	0.01	0.061481032	-0.01530989
-0.208003143	-0.42185837	0.060047175	-0.01357764	0.012589	0.059919261	-0.013837067
-0.184702785	-0.33094261	0.05859199	-0.012278082	0.015849	0.058481542	-0.012475978
-0.125431669	-0.232171131	0.057216458	-0.011092173	0.019953	0.057143412	-0.01122738
0.032593331	-0.249478689	0.055989702	-0.009974549	0.025119	0.056008252	-0.010116538
0.03525588	-0.315454742	0.054962993	-0.008975791	0.031623	0.054982644	-0.009151623
0.013036576	-0.32298518	0.054099736	-0.008167816	0.039811	0.054106873	-0.008344639
-0.023293217	-0.261679359	0.053315886	-0.007559221	0.050119	0.053303341	-0.007700153
-0.02430414	-0.199049826	0.052562189	-0.007101754	0.063096	0.052549298	-0.007207332
0.054657025	-0.203142463	0.051843871	-0.006758241	0.079433	0.05187247	-0.006864535
0.106415888	-0.251534494	0.051171508	-0.006537529	0.1	0.051226481	-0.006667469
0.071870707	-0.255475417	0.050519193	-0.006463952	0.12589	0.050555836	-0.006594204
0.055188196	-0.195017605	0.0498379	-0.006534345	0.15849	0.049865662	-0.006632449
0.056633767	-0.133739867	0.049095488	-0.006717133	0.19953	0.049123572	-0.006783454
0.090866405	-0.109053434	0.048288548	-0.006984645	0.25119	0.04833293	-0.007037909
0.09661242	-0.110298003	0.047419169	-0.007333255	0.31623	0.047465579	-0.007386239
0.069622896	-0.115062594	0.046471223	-0.00777101	0.39811	0.046504056	-0.007825271
0.035927919	-0.083898488	0.045410552	-0.008294225	0.50119	0.045427145	-0.008332973
0.001026969	-0.044014288	0.044201668	-0.008878299	0.63096	0.044202131	-0.008898145
-0.012440602	0.010784316	0.042819508	-0.009483725	0.79433	0.042814053	-0.009478996
-0.027668951	0.070551438	0.041250707	-0.010062155	1	0.041238964	-0.010032211
-0.150171589	-0.12435268	0.039495099	-0.010555783	1.2589	0.039433776	-0.010606563
-0.175608734	-0.121470936	0.037573535	-0.010898518	1.5849	0.037504925	-0.010945976
-0.171908803	-0.112003326	0.035538706	-0.011027339	1.9953	0.035474822	-0.011068961
-0.071130441	-0.165655495	0.033471791	-0.010901932	2.5119	0.033446755	-0.010960238
-0.103999241	-0.171880222	0.031466199	-0.010518247	3.1623	0.031431709	-0.010575248
-0.117628299	-0.17376858	0.029608605	-0.009909342	3.9811	0.029571899	-0.009963567
-0.05107468	-0.208813697	0.027962812	-0.009136228	5.0119	0.027947785	-0.009197666
-0.09917942	-0.201401576	0.026561769	-0.008274006	6.3096	0.026534186	-0.008330018
-0.142704535	-0.20618385	0.025406926	-0.007397448	7.9433	0.025369193	-0.007451966
0.09351134	-0.277760208	0.024473429	-0.006568989	10	0.024497163	-0.006639488
0.075439893	-0.23027278	0.023719592	-0.005830744	12.589	0.023738043	-0.005887063
0.033053502	-0.14021879	0.023098393	-0.005201934	15.849	0.023106224	-0.005235155
-0.011771343	-0.033682083	0.022568273	-0.004683815	19.953	0.02256556	-0.004691578
0.025839053	-0.231894967	0.022097282	-0.004267219	25.119	0.022103101	-0.004319445
0.029297236	-0.157224426	0.021662046	-0.00393931	31.623	0.0216685	-0.003973946
0.064422255	-0.125633685	0.021244951	-0.00368645	39.811	0.021258854	-0.003713562
0.052408638	-0.114957461	0.020832263	-0.003493997	50.119	0.020843342	-0.003518297
0.067142626	-0.113383048	0.020414302	-0.003346121	63.096	0.020428204	-0.003369596
0.054221386	-0.107126321	0.019986101	-0.003226644	79.433	0.019997086	-0.003248347
0.03624261	-0.089213344	0.019547403	-0.003120604	100	0.019554581	-0.003138272
0.120457099	-0.081570774	0.019101737	-0.003015763	125.89	0.019125062	-0.003031558
0.125472539	-0.054015831	0.018654505	-0.002903312	158.49	0.018678225	-0.002913523
0.088115634	-0.013061534	0.018211667	-0.002777523	199.53	0.018227914	-0.002779932
-0.043533923	0.022160634	0.017778652	-0.002634611	251.19	0.017770831	-0.00263063
0.122417451	-0.0027337	0.017360291	-0.002472014	316.23	0.017381783	-0.002472494
0.122168497	-0.001971562	0.016960798	-0.002288349	398.11	0.016981732	-0.002288687
-0.102651003	0.026778566	0.01658271	-0.002082807	501.19	0.016565572	-0.002078337
0.113915982	0.011474599	0.016226466	-0.001853242	630.96	0.016245092	-0.001851366
-0.011158098	0.050880742	0.015892216	-0.001594047	794.33	0.015890434	-0.001585921
0.013230222	0.056891567	0.01558325	-0.001296614	1000	0.015585319	-0.001287718
-0.003471716	0.02571006	0.015307595	-0.000953184	1258.9	0.015307062	-0.000949241
-0.129746862	-0.022498109	0.01507495	-0.000560544	1584.9	0.015055402	-0.000563934
0.061653151	-0.02598651	0.01489135	-0.000119952	1995.3	0.014900537	-0.000123824
