Time domain (s),Current (AC) (A),Potential (AC) (V),Frequency (Hz),Column 5
0,0.126095170481343,0.00529727044206352,0.79433,0.25
0.00307354153815165,0.123134033859492,0.0051775189664296,,
0.0061470830763033,0.120075876430913,0.00509113986247378,,
0.00922062461445495,0.117016486992089,0.00495729091592922,,
0.0122941661526066,0.11382219243153,0.00485609844206847,,
0.0153677076907583,0.11063652194268,0.00479248311372471,,
0.0184412492289099,0.107505675909695,0.00465684290935897,,
0.0215147907670615,0.104337215063943,0.00457105887756315,,
0.0245883323052132,0.101088134547839,0.0044323073822099,,
0.0276618738433649,0.0977804950448163,0.00433747342051261,,
0.0307354153815165,0.0944629609595204,0.0042061950648713,,
0.0338089569196681,0.0912305125817121,0.0040792060618533,,
0.0368824984578198,0.0879191770479572,0.00396931707658199,,
0.0399560399959715,0.0845557890813862,0.00385144747889488,,
0.0430295815341231,0.0812225853657973,0.00373981556653646,,
0.0461031230722748,0.0777886648127479,0.00362970305162147,,
0.0491766646104264,0.074425584848738,0.00352112805817528,,
0.052250206148578,0.0710387501872078,0.00339327212261997,,
0.0553237476867297,0.0675630182864971,0.00324463095086625,,
0.0583972892248813,0.0641200886585372,0.00313801335213837,,
0.061470830763033,0.0606073579501814,0.00301187315763229,,
0.0645443723011846,0.0571608092921293,0.00289452311533323,,
0.0676179138393363,0.0536720257828944,0.00278129628875989,,
0.0706914553774879,0.0501546750361229,0.0026557934558058,,
0.0737649969156396,0.0466009414868285,0.0025311605760594,,
0.0768385384537913,0.0430613760553419,0.00242004821908948,,
0.0799120799919429,0.0395784830950869,0.00227747557509694,,
0.0829856215300945,0.0360339896226237,0.00217095161716552,,
0.0860591630682462,0.0325058202858957,0.00201403380725163,,
0.0891327046063978,0.0289567067750168,0.00189666262025634,,
0.0922062461445495,0.0253875730976703,0.00178803929607607,,
0.0952797876827012,0.0218242914689836,0.00162596218033073,,
0.0983533292208528,0.0182431456917564,0.00152821327125219,,
0.101426870759004,0.0146025169199282,0.00138703919786831,,
0.104500412297156,0.0110679180297384,0.00125945814336115,,
0.107573953835308,0.00746644408348255,0.00113205832910568,,
0.110647495373459,0.00388402779569112,0.00101113483317761,,
0.113721036911611,0.000241936011697937,0.000885849488525103,,
0.116794578449763,-0.00336508198065667,0.000744192107803521,,
0.119868119987914,-0.00696493891346707,0.000611454768136177,,
0.122941661526066,-0.0105656428533203,0.000496506159171961,,
0.126015203064218,-0.0141017432559952,0.000362391393591288,,
0.129088744602369,-0.0177358654737214,0.000205062772440368,,
0.132162286140521,-0.021320707281681,8.61208365972033E-05,,
0.135235827678673,-0.0248934599891198,-3.63870011979017E-05,,
0.138309369216824,-0.0284878498764717,-0.000180096927770101,,
0.141382910754976,-0.0320712286722664,-0.000284829627880789,,
0.144456452293128,-0.0356053270582945,-0.000437773745276537,,
0.147529993831279,-0.0391882438502476,-0.000562998676511217,,
0.150603535369431,-0.0427025530717288,-0.000692088556113912,,
0.153677076907583,-0.04621686229321,-0.000817990117621736,,
0.156750618445734,-0.0497256274685924,-0.000940377128582526,,
0.159824159983886,-0.0531885772630199,-0.00108217799117005,,
0.162897701522037,-0.0567089695350817,-0.00117465885026613,,
0.165971243060189,-0.0602380628794928,-0.00134201609867768,,
0.169044784598341,-0.0636818395144956,-0.00146889635754466,,
0.172118326136492,-0.0671267711591022,-0.00158728248994944,,
0.175191867674644,-0.0706223692250001,-0.00173808646203977,,
0.178265409212796,-0.0740396576397533,-0.00185485351486259,,
0.181338950750947,-0.0773667013041213,-0.00196189400751123,,
0.184412492289099,-0.0807744416394822,-0.00210467507779333,,
0.187486033827251,-0.0841175014370244,-0.00224401258329321,,
0.190559575365402,-0.0874377690450496,-0.00233100639376982,,
0.193633116903554,-0.0908082410705245,-0.00247708754696818,,
0.196706658441706,-0.0940291008519736,-0.00259076143282844,,
0.199780199979857,-0.0973625355694833,-0.00272301697549393,,
0.202853741518009,-0.100657546967503,-0.00285828412700795,,
0.205927283056161,-0.103810261182322,-0.00297712940138339,,
0.209000824594312,-0.107105580582903,-0.00309098301716038,,
0.212074366132464,-0.110239506641498,-0.00321932830139549,,
0.215147907670616,-0.113422405107298,-0.00332698350056448,,
0.218221449208767,-0.116424506069768,-0.00345647361905588,,
0.221294990746919,-0.119581840323002,-0.00358139497286913,,
0.22436853228507,-0.122630141669628,-0.00370391489334798,,
0.227442073823222,-0.125627853595603,-0.00380530069014373,,
0.230515615361374,-0.128740835480047,-0.00392322617024199,,
0.233589156899525,-0.131730462338794,-0.00402345505009771,,
0.236662698437677,-0.134762131547124,-0.00413495254260265,,
0.239736239975829,-0.137568573882692,-0.00426359687325295,,
0.24280978151398,-0.140504762297098,-0.00437627846873578,,
0.245883323052132,-0.14331220564099,-0.00447227689905016,,
0.248956864590284,-0.146203040678283,-0.00458057399077694,,
0.252030406128435,-0.148884202972148,-0.00469214548971797,,
0.255103947666587,-0.151621498732762,-0.00479420942712228,,
0.258177489204739,-0.154514951791824,-0.00493377499327252,,
0.26125103074289,-0.157070064037582,-0.00500204215474298,,
0.264324572281042,-0.159634801363373,-0.00511895419976716,,
0.267398113819194,-0.162405592402501,-0.00522404938038079,,
0.270471655357345,-0.164939221469627,-0.00535756303245982,,
0.273545196895497,-0.167429114173084,-0.00544701113801116,,
0.276618738433648,-0.169931634981545,-0.00551855119636002,,
0.2796922799718,-0.172350379093402,-0.005646798308792,,
0.282765821509952,-0.174770432216144,-0.00574666168747351,,
0.285839363048103,-0.177139279913112,-0.00584902618162886,,
