Time domain (s),Current (AC) (A),Potential (AC) (V),Frequency (Hz),Column 5
0,-0.0684117915043581,-0.00214930194071883,0.50119,0.133
0.0048712189987829,-0.0700134465813682,-0.00220025604419449,,
0.00974243799756579,-0.0715495778856599,-0.00229819015405797,,
0.0146136569963487,-0.0731296702925662,-0.00232325557780655,,
0.0194848759951316,-0.0746487520437525,-0.00237657061793595,,
0.0243560949939145,-0.0761706753871231,-0.00244268386560398,,
0.0292273139926974,-0.0776299165499594,-0.00251639950483007,,
0.0340985329914803,-0.0790703948467559,-0.00257733185693532,,
0.0389697519902632,-0.0805659498861817,-0.00264065761954324,,
0.0438409709890461,-0.0819390657329641,-0.00267617874528181,,
0.048712189987829,-0.0834077510110009,-0.00273730681815731,,
0.0535834089866119,-0.0848071097973669,-0.00281954903715631,,
0.0584546279853947,-0.0861782616024925,-0.00281882408039946,,
0.0633258469841776,-0.0876042394215254,-0.00292940456061208,,
0.0681970659829605,-0.0888632319116151,-0.00299173328826186,,
0.0730682849817434,-0.0901198842669649,-0.00299680886323062,,
0.0779395039805263,-0.0914864811669717,-0.0030490338352096,,
0.0828107229793092,-0.0928509468728403,-0.00310303609221618,,
0.0876819419780921,-0.0940409889643424,-0.0031401229841217,,
0.092553160976875,-0.0952034926845299,-0.00318607084868638,,
0.0974243799756579,-0.0964738515433565,-0.00324687593840656,,
0.102295598974441,-0.0977086069236397,-0.00328569798710143,,
0.107166817973224,-0.0988395188248378,-0.00336340352150488,,
0.112038036972007,-0.0999285590294391,-0.00339341901318146,,
0.116909255970789,-0.101041125945801,-0.00344148733237581,,
0.121780474969572,-0.102175422684748,-0.00349057375064765,,
0.126651693968355,-0.103239013924052,-0.00352630551757471,,
0.131522912967138,-0.104314849082621,-0.00356088577933811,,
0.136394131965921,-0.105389430597579,-0.0036402975073675,,
0.141265350964704,-0.106353064652992,-0.00365622900258433,,
0.146136569963487,-0.107342273038062,-0.00371963902166783,,
0.15100778896227,-0.108169009211188,-0.00372932061728992,,
0.155879007961053,-0.109106400327017,-0.00378122436145656,,
