Time domain (s),Current (AC) (A),Potential (AC) (V),Frequency (Hz),Column 5
0,0.290831919866009,0.00440582199965434,6309.6,0.5
4.95277038164067E-06,0.295498347012408,0.0042659435722765,,
9.90554076328135E-06,0.288938537672053,0.00396011074130387,,
1.4858311144922E-05,0.270709027253276,0.00354576504533677,,
1.98110815265627E-05,0.242412434618127,0.00291437404282346,,
2.47638519082034E-05,0.204616781513988,0.0022109021510972,,
2.9716622289844E-05,0.158961515170806,0.00144246349159705,,
3.46693926714847E-05,0.107374542162066,0.000598664869298382,,
3.96221630531254E-05,0.0519087870146365,-0.000266734527893941,,
4.45749334347661E-05,-0.00442865554693352,-0.00107014475189438,,
4.95277038164067E-05,-0.0611602927950952,-0.00188746607852242,,
5.44804741980474E-05,-0.116723488927457,-0.00264638074220436,,
5.94332445796881E-05,-0.167924986959426,-0.00330432734662356,,
6.43860149613288E-05,-0.212691339144677,-0.00382299848167378,,
6.93387853429694E-05,-0.248952996794124,-0.00414342955248515,,
7.42915557246101E-05,-0.275701805490355,-0.00439959665398115,,
7.92443261062508E-05,-0.291685955184661,-0.00442494438221397,,
8.41970964878915E-05,-0.296274365740359,-0.00428943348508692,,
8.91498668695321E-05,-0.289304552808619,-0.00395253852839028,,
9.41026372511728E-05,-0.271182656369564,-0.0035201275840353,,
9.90554076328135E-05,-0.242566341041037,-0.00289642821144387,,
0.000104008178014454,-0.20455230528569,-0.00219891346653656,,
0.000108960948396095,-0.158763053157478,-0.00142246995217521,,
0.000113913718777736,-0.106941463241035,-0.000588130723050639,,
0.000118866489159376,-0.0511526889245649,0.000241249763750062,,
0.000123819259541017,0.00538948958788666,0.00109467026466037,,
0.000128772029922658,0.061752772265141,0.00186963966415021,,
0.000133724800304298,0.116924325821102,0.00263454279714503,,
0.000138677570685939,0.167878021042716,0.00330723642324937,,
0.00014363034106758,0.212504893316832,0.00381052234080004,,
0.00014858311144922,0.248713275666041,0.00418734760432082,,
0.000153535881830861,0.275074128167257,0.0043680901403742,,
0.000158488652212502,0.290942156847872,0.00439844555232805,,
0.000163441422594142,0.295554599774535,0.00427073982916326,,
0.000168394192975783,0.288699171003718,0.00399018816612351,,
0.000173346963357424,0.270781620609821,0.00351587947079235,,
0.000178299733739064,0.242436998678716,0.00290291784065966,,
0.000183252504120705,0.204648789229301,0.00223094854722827,,
0.000188205274502346,0.159116165959189,0.00142136779191882,,
0.000193158044883986,0.107373088877096,0.00059804233473093,,
0.000198110815265627,0.0518865623883895,-0.000250468365252221,,
0.000203063585647268,-0.00447668484288997,-0.00105919558260137,,
0.000208016356028908,-0.0612028988568957,-0.00188681026380522,,
0.000212969126410549,-0.116661600255324,-0.00264160210422038,,
0.00021792189679219,-0.167938881781577,-0.00329033793776112,,
0.00022287466717383,-0.212662273445279,-0.00379457331840971,,
0.000227827437555471,-0.248752727036077,-0.00418566597792713,,
0.000232780207937112,-0.275526064346921,-0.00436860304621289,,
0.000237732978318752,-0.291488308428755,-0.00440431068932101,,
0.000242685748700393,-0.2961487452054,-0.00427681639299093,,
0.000247638519082034,-0.289199349155188,-0.00396023015831215,,
0.000252591289463674,-0.271189107536991,-0.00352208915521945,,
0.000257544059845315,-0.242498781012924,-0.00292463999021741,,
0.000262496830226956,-0.204627238076577,-0.00222676503662944,,
