Time domain (s),Current (AC) (A),Potential (AC) (V),Frequency (Hz),Column 5
0,0.365294564684515,0.00613147399794745,316.23,0.4
9.88204787654555E-05,0.372730942174599,0.00645555241160878,,
0.000197640957530911,0.366157238815042,0.00645872256473412,,
0.000296461436296367,0.345193999788723,0.00628961391643434,,
0.000395281915061822,0.311218739774337,0.00583827287572358,,
0.000494102393827278,0.265442903410245,0.00519600936305986,,
0.000592922872592733,0.209502831037437,0.00431563564917825,,
0.000691743351358189,0.145039518345352,0.0032727567159565,,
0.000790563830123644,0.0753821836125644,0.00214908960049787,,
0.0008893843088891,0.00308693520668459,0.000899898686978151,,
0.000988204787654555,-0.0703209122000111,-0.000370789034881636,,
0.00108702526642001,-0.140867711276109,-0.00160358550151507,,
0.00118584574518547,-0.205855204492183,-0.00283631856508615,,
0.00128466622395092,-0.262637104403714,-0.00391268699592029,,
0.00138348670271638,-0.309394135970841,-0.00482200103768005,,
0.00148230718148183,-0.344136972180106,-0.00558066940293989,,
0.00158112766024729,-0.365936182960933,-0.00609434833470068,,
0.00167994813901274,-0.373412379783678,-0.00644825154896234,,
0.0017787686177782,-0.366655507493881,-0.00647893863121229,,
0.00187758909654365,-0.345644719499738,-0.00624433303427363,,
0.00197640957530911,-0.311304292781715,-0.00579826871343947,,
0.00207523005407457,-0.265347161338332,-0.00512428147845378,,
0.00217405053284002,-0.209084318139603,-0.00431467509278161,,
0.00227287101160548,-0.144722222677672,-0.0032875327996722,,
0.00237169149037093,-0.0747440202488334,-0.00211949622107621,,
0.00247051196913639,-0.00249670143675179,-0.000904592098680101,,
0.00256933244790184,0.0705167296241547,0.000372117329040744,,
0.0026681529266673,0.14113704807107,0.00163031306251193,,
0.00276697340543275,0.205894496804264,0.00282952809709247,,
0.00286579388419821,0.262600505752371,0.00390285635107945,,
0.00296461436296367,0.309164999134515,0.00482289819101434,,
0.00306343484172912,0.343734972593759,0.00558662929081466,,
0.00316225532049458,0.365111161522907,0.00612853209584729,,
0.00326107579926003,0.372707753269109,0.00643872840897464,,
0.00335989627802549,0.366121869878385,0.0064987806196215,,
0.00345871675679094,0.345215314843265,0.00627290086915933,,
0.0035575372355564,0.311448052284189,0.00579981257801121,,
0.00365635771432185,0.265540343659579,0.00518831540142539,,
0.00375517819308731,0.209320599032671,0.00431449439405318,,
0.00385399867185277,0.145354823046399,0.00327265527105647,,
0.00395281915061822,0.0753360400329517,0.0021056680131446,,
0.00405163962938368,0.00308948247281804,0.000892516985426806,,
0.00415046010814913,-0.0702359447710541,-0.000361251629205306,,
0.00424928058691459,-0.140886215554228,-0.00162666421626501,,
0.00434810106568004,-0.20585239371576,-0.0028251596260862,,
0.0044469215444455,-0.262561681903027,-0.00390173094672042,,
0.00454574202321095,-0.309448536206197,-0.00486025844559235,,
0.00464456250197641,-0.343902740811513,-0.00557392331708995,,
0.00474338298074187,-0.365797049527989,-0.00611273680790259,,
0.00484220345950732,-0.373320092624452,-0.00641340522581224,,
0.00494102393827278,-0.36688417586747,-0.00646193392984973,,
0.00503984441703823,-0.345721547388636,-0.00623525530080027,,
0.00513866489580369,-0.311668288328509,-0.00584339742824991,,
0.00523748537456914,-0.265282045017864,-0.00518730412257895,,
0.0053363058533346,-0.209030679156196,-0.00429724083567073,,
0.00543512633210005,-0.144762451915228,-0.00328703825578502,,
0.00553394681086551,-0.0748453838735919,-0.00213586689181344,,
0.00563276728963096,-0.00243650397502344,-0.000903920026217531,,
0.00573158776839642,0.0704752706719138,0.000363545234991047,,
0.00583040824716188,0.14104356047608,0.00162266665317423,,
0.00592922872592733,0.205995216292759,0.00284200898994547,,
0.00602804920469279,0.262608235387535,0.00388227888714532,,
0.00612686968345824,0.309099882814046,0.00486297209666731,,
0.0062256901622237,0.343786035032112,0.00561116627600233,,
0.00632451064098915,0.365236006842367,0.00612636054095672,,
0.00642333111975461,0.372884597952396,0.00643105663841226,,
0.00652215159852006,0.365821116801112,0.00644685668158695,,
0.00662097207728552,0.345287223873423,0.00626065139748455,,
0.00671979255605098,0.311379422493192,0.00585102957189854,,
0.00681861303481643,0.265686504033581,0.0051943482028225,,
0.00691743351358189,0.209503767962911,0.00431899601149066,,
0.00701625399234734,0.145181023370903,0.00328302801208169,,
0.0071150744711128,0.0754128679218501,0.00213813038114452,,
0.00721389494987825,0.00306043778311253,0.000905210278539403,,
0.00731271542864371,-0.0702436744062176,-0.000367073615419322,,
0.00741153590740916,-0.140896755965814,-0.00162525666827751,,
0.00751035638617462,-0.205680702122581,-0.00282626283937404,,
0.00760917686494007,-0.262628906305813,-0.00390680477679695,,
0.00770799734370553,-0.309319650395628,-0.00485551589651756,,
0.00780681782247099,-0.344318442932923,-0.00558787199084021,,
0.00790563830123644,-0.365915336369128,-0.00612960043745092,,
0.0080044587800019,-0.373482180731519,-0.00643960495631379,,
