Time domain (s),Current (AC) (A),Potential (AC) (V),Frequency (Hz),Column 5
0,0.0771406844441701,0.000496509779990273,10000,0.3
3.125E-06,0.0549189740831684,9.53154604736994E-05,,
6.25E-06,0.0304075982736807,-0.000321689487704724,,
9.375E-06,0.00550440616996046,-0.00067628945889453,,
1.25E-05,-0.0194740368804581,-0.00105104239294063,,
1.5625E-05,-0.0443869053654322,-0.0013794964901197,,
1.875E-05,-0.0680462085778144,-0.00167344464816166,,
2.1875E-05,-0.0890876869701685,-0.00188551010238802,,
2.5E-05,-0.106583730454371,-0.00203105791755087,,
2.8125E-05,-0.119956930184579,-0.00210970683793299,,
3.125E-05,-0.12864398411222,-0.00208011894443416,,
3.4375E-05,-0.132320920821192,-0.00197955777276571,,
3.75E-05,-0.130786277612954,-0.00182042408619854,,
4.0625E-05,-0.124075762318099,-0.00158254501695998,,
4.375E-05,-0.112574093748485,-0.00123397776675871,,
4.6875E-05,-0.0967397428154522,-0.000871176969778009,,
5E-05,-0.0772042091156361,-0.000511083241505172,,
5.3125E-05,-0.054604943550769,-0.000106661263144847,,
5.625E-05,-0.0299951507884377,0.000300241174098659,,
5.9375E-05,-0.00493169224258401,0.00068169594057288,,
6.25E-05,0.0197911753166315,0.00104074236398422,,
6.5625E-05,0.0446970785704524,0.00140402547241436,,
6.875E-05,0.0680324764923449,0.00166904259921719,,
7.1875E-05,0.0889902178177666,0.0018943785084713,,
7.5E-05,0.106501734695227,0.00203570341894244,,
7.8125E-05,0.119610409934712,0.00209847127787866,,
8.125E-05,0.128297485904224,0.00207921250513854,,
8.4375E-05,0.131881824714227,0.00197190050432328,,
8.75E-05,0.13034603532871,0.00180101219871309,,
9.0625E-05,0.123823030228222,0.00155197106449823,,
9.375E-05,0.112372476756847,0.00123638319941755,,
9.6875E-05,0.096664315533788,0.000898305840458136,,
0.0001,0.0772089701597154,0.0004985875470922,,
0.000103125,0.0548150025788989,0.000109091194163025,,
0.00010625,0.0305129143320652,-0.000330588516736618,,
0.000109375,0.00542838375778629,-0.00068553605840016,,
0.0001125,-0.0193760828069,-0.00102077160767511,,
0.000115625,-0.0444912956652457,-0.00138921162074768,,
0.00011875,-0.0680510137056352,-0.0016813897723269,,
0.000121875,-0.0890509652135196,-0.00189632612803914,,
0.000125,-0.106634867594482,-0.00206300530928427,,
0.000128125,-0.119972712164027,-0.00210996100841099,,
0.00013125,-0.128649406412421,-0.00207525448895662,,
0.000134375,-0.132192593049757,-0.00198458299872639,,
0.0001375,-0.130709704154011,-0.00180528103782862,,
0.000140625,-0.124271361879025,-0.00154644362217038,,
0.00014375,-0.112540325602515,-0.00123913620254834,,
0.000146875,-0.0966027746306885,-0.000895340007829315,,
0.00015,-0.0771346890553295,-0.000494627999762631,,
0.000153125,-0.0547011783584096,-0.000106500492661699,,
0.00015625,-0.0300985712459388,0.000328663864381351,,
0.000159375,-0.00504547237933178,0.000689279713937729,,
0.0001625,0.0198806873536971,0.0010350097478975,,
0.000165625,0.0448656768397247,0.00139214376813213,,
0.00016875,0.068096904880511,0.0016667213796695,,
0.000171875,0.0888605675340877,0.00188155361735465,,
0.000175,0.106402965072452,0.00201409892829485,,
0.000178125,0.119655728020949,0.00210206334981766,,
0.00018125,0.128298433704665,0.00208118156077086,,
0.000184375,0.131936202009337,0.00197042754046795,,
0.0001875,0.130354918202618,0.00182815025627736,,
0.000190625,0.123816858504415,0.00155966354933224,,
0.00019375,0.112387332977724,0.00126578429292623,,
0.000196875,0.096642890835431,0.000917243072231511,,
0.0002,0.0771981696430539,0.000539459997364045,,
0.000203125,0.0548794530089358,0.00010779124997029,,
0.00020625,0.0304270832874128,-0.000308624206436736,,
0.000209375,0.00550015208890809,-0.000678272294854398,,
0.0002125,-0.0194223707354491,-0.00104893859633215,,
0.000215625,-0.0444491956921368,-0.00139378209591268,,
0.00021875,-0.0681143179583938,-0.0016618109897677,,
0.000221875,-0.0891933556984848,-0.00188973147593297,,
0.000225,-0.106635837436795,-0.00205832765379688,,
0.000228125,-0.119947011342747,-0.00210343525794077,,
0.00023125,-0.128519756128742,-0.00207561583975702,,
0.000234375,-0.132368751680693,-0.00197485408777132,,
0.0002375,-0.130625019286637,-0.00181921754200109,,
0.000240625,-0.124044154275462,-0.00155016890393833,,
0.00024375,-0.112511362584365,-0.00123072101611355,,
0.000246875,-0.0967771699119648,-0.000881602552826877,,
0.00025,-0.0772487336945261,-0.000510225798928232,,
0.000253125,-0.0546496885483665,-0.000109944043297006,,
0.00025625,-0.0300117703589739,0.000306659744246929,,
0.000259375,-0.00495792206876182,0.000674914488477008,,
0.0002625,0.019798691594553,0.00104220614095496,,
0.000265625,0.0447084521757531,0.00138123281133895,,
0.00026875,0.0680299857609515,0.00167468334645671,,
0.000271875,0.0889921354605208,0.00188351042380708,,
0.000275,0.106497877367848,0.00205737221778257,,
0.000278125,0.119710127357929,0.00207377386936436,,
0.00028125,0.128176916871289,0.00208118156077086,,
0.000284375,0.131911140402308,0.00198705580187308,,
0.0002875,0.130525632491481,0.00179286343193619,,
0.000290625,0.123867995644526,0.00154127753064381,,
0.00029375,0.112567701605971,0.00122851616377284,,
0.000296875,0.0967144607897161,0.000898827961741677,,
0.0003,0.0772709078164882,0.0004985875470922,,
0.000303125,0.0548036289735983,0.000107243099179755,,
0.00030625,0.030536455050013,-0.000323096612219853,,
0.000309375,0.00543204270832874,-0.000673729380343158,,
0.0003125,-0.0193652822902385,-0.00102627914508524,,
0.000315625,-0.0444939847734757,-0.00139347280412627,,
0.00031875,-0.0680757006008614,-0.00167679326765446,,
0.000321875,-0.088984222428926,-0.00189337713803273,,
